"maximumDepthInMeters"	"magnification"	"minimumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"identificationRemarks"	"year"	"expedition"	"locationID"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"taxonRank"	"lifeStage"
50	60	50	"iopan.pl"	"cells/l"	"Dinobryon"	"cyst"	2009	"Alkekonge2009"	"Kb2"	"ALK09-84"	"Dinobryon spp. cyst"	"Occurrence"	8530.82564102564	4	0.0004688877921456486	"l"	"present"	"verified"	156	16635.11	50	1000	1	426.541282051282	"Niskin bottle"	"phytoplankton"	"spp."	"species"	"cyst"
50	60	50	"iopan.pl"	"cells/l"	"Coccolithus pelagicus"		2009	"Alkekonge2009"	"Kb2"	"ALK09-84"		"Occurrence"	4265.41282051282	2	0.0004688877921456486	"l"	"present"	"verified"	156	16635.11	50	1000	1	213.270641025641	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-84"		"Occurrence"	2132.70641025641	1	0.0004688877921456486	"l"	"present"	"verified"	156	16635.11	50	1000	1	106.635320512821	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
50	60	50	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"7-10um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-84"	"Flagellatae"	"Occurrence"	10663.5320512821	5	0.0004688877921456486	"l"	"present"	"verified"	156	16635.11	50	1000	1	533.176602564103	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"3-7um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-84"	"Flagellatae"	"Occurrence"	4265.41282051282	2	0.0004688877921456486	"l"	"present"	"verified"	156	16635.11	50	1000	1	213.270641025641	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Gymnodinium simplex"		2009	"Alkekonge2009"	"Kb2"	"ALK09-84"		"Occurrence"	4265.41282051282	2	0.0004688877921456486	"l"	"present"	"verified"	156	16635.11	50	1000	1	213.270641025641	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Phaeocystis"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-84"		"Occurrence"	4265.41282051282	2	0.0004688877921456486	"l"	"present"	"verified"	156	16635.11	50	1000	1	213.270641025641	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
25	60	25	"iopan.pl"	"cells/l"	"Dinobryon"	"cyst"	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"	"Dinobryon spp. cyst"	"Occurrence"	3360.62828282828	2	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	168.031414141414	"Niskin bottle"	"phytoplankton"	"spp."	"species"	"cyst"
25	60	25	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	6721.25656565657	4	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	336.062828282828	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Didinium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	80.3607142857143	1	0.012443891382605217	"l"	"present"	"verified"	112	450.02	50	1000	1	4.01803571428571	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
25	60	25	"iopan.pl"	"cells/l"	"Dinophysis acuminata"		2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	5040.94242424242	3	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	252.047121212121	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Emiliania huxleyi"		2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	1680.31414141414	1	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	84.0157070707071	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.arcticum"	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	11762.198989899	7	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	588.10994949495	"Niskin bottle"	"phytoplankton"	"sp. cf. G. arcticum"	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.gracilentum"	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	160.721428571429	2	0.012443891382605217	"l"	"present"	"verified"	112	450.02	50	1000	1	8.03607142857143	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.wulffii"	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	80.3607142857143	1	0.012443891382605217	"l"	"present"	"verified"	112	450.02	50	1000	1	4.01803571428571	"Niskin bottle"	"phytoplankton"	"sp. cf. G. wulffii"	"species"	
25	60	25	"iopan.pl"	"cells/l"	"Gymnodinium simplex"		2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	3360.62828282828	2	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	168.031414141414	"Niskin bottle"	"phytoplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"		2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	80.3607142857143	1	0.012443891382605217	"l"	"present"	"verified"	112	450.02	50	1000	1	4.01803571428571	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"		2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	3360.62828282828	2	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	168.031414141414	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Phaeocystis"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	5040.94242424242	3	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	252.047121212121	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
25	60	25	"iopan.pl"	"cells/l"	"Prorocentrum"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	13442.5131313131	8	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	672.125656565657	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Strombidium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	80.3607142857143	1	0.012443891382605217	"l"	"present"	"verified"	112	450.02	50	1000	1	4.01803571428571	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
25	60	25	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-87"		"Occurrence"	1680.31414141414	1	0.0005951268131079385	"l"	"present"	"verified"	198	16635.11	50	1000	1	84.0157070707071	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Alexandrium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	6021.7592760181	4	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	301.087963800905	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Dinobryon"	"cyst"	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"	"Dinobryon spp. cyst"	"Occurrence"	6021.7592760181	4	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	301.087963800905	"Niskin bottle"	"phytoplankton"	"spp."	"species"	"cyst"
10	60	10	"iopan.pl"	"cells/l"	"Ciliophora"	"Non det. 20-30um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"	"Ciliophora non det Non det. 20-30um"	"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"	"indet."		
10	60	10	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	3010.87963800905	2	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	150.543981900453	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Didinium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"3-7um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"	"Flagellatae"	"Occurrence"	10538.0787330317	7	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	526.903936651584	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.gracilentum"	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	13548.9583710407	9	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	677.447918552036	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	6021.7592760181	4	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	301.087963800905	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"		2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	4516.31945701358	3	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	225.815972850679	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Katodinium glaucum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Mesodinium rubrum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Prorocentrum"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	15054.3981900452	10	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	752.719909502263	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Teleaulax"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-90"		"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Alexandrium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	10048.0530201342	9	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	502.402651006711	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Amphidinium crassum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	1116.45033557047	1	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	55.8225167785235	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Dinobryon"	"cyst"	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"	"Dinobryon spp. cyst"	"Occurrence"	1116.45033557047	1	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	55.8225167785235	"Niskin bottle"	"phytoplankton"	"spp."	"species"	"cyst"
5	60	5	"iopan.pl"	"cells/l"	"Coccolithales"	"Non det."	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"	"Coccolithales  Non det."	"Occurrence"	4465.80134228188	4	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	223.290067114094	"Niskin bottle"	"phytoplankton"	"indet."		
5	60	5	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	55822.5167785235	50	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	2791.12583892617	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"3-7um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"	"Flagellatae"	"Occurrence"	23554.1380530973	24	0.0010189292406241979	"l"	"present"	"verified"	339	16635.11	50	1000	1	1177.70690265487	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.gracilentum"	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	10048.0530201342	9	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	502.402651006711	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.wulffii"	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	3349.35100671141	3	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	167.46755033557	"Niskin bottle"	"phytoplankton"	"sp. cf. G. wulffii"	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	11164.5033557047	10	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	558.225167785235	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium simplex"		2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	1116.45033557047	1	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	55.8225167785235	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 10-20um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"	"Gymnodinium sp. 10-20um"	"Occurrence"	3349.35100671141	3	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	167.46755033557	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 20-30um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"	"Gymnodinium sp. 20-30um"	"Occurrence"	1116.45033557047	1	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	55.8225167785235	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 5-10um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"	"Gymnodinium sp. 5-10um"	"Occurrence"	18979.655704698	17	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	948.982785234899	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"		2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	10048.0530201342	9	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	502.402651006711	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Prorocentrum"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	26794.8080536913	24	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	1339.74040268456	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Protoperidinium bipes"		2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	1116.45033557047	1	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	55.8225167785235	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	2232.90067114094	2	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	111.645033557047	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Strombidium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	2232.90067114094	2	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	111.645033557047	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-93"		"Occurrence"	3349.35100671141	3	0.0008956959106372004	"l"	"present"	"verified"	298	16635.11	50	1000	1	167.46755033557	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Amphidinium sphenoides"		2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	1139.39109589041	1	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	56.9695547945206	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	15951.4753424658	14	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	797.573767123288	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"7-10um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-96"	"Flagellatae"	"Occurrence"	1139.39109589041	1	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	56.9695547945206	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"3-7um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-96"	"Flagellatae"	"Occurrence"	6836.34657534247	6	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	341.817328767123	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.wulffii"	2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	3418.17328767123	3	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	170.908664383562	"Niskin bottle"	"phytoplankton"	"sp. cf. G. wulffii"	"species"	
0	60		"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	3418.17328767123	3	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	170.908664383562	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Gymnodinium simplex"		2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	1139.39109589041	1	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	56.9695547945206	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 10-20um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-96"	"Gymnodinium sp. 10-20um"	"Occurrence"	5696.95547945206	5	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	284.847773972603	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"		2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	1139.39109589041	1	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	56.9695547945206	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Heterocapsa rotundata"		2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	12533.3020547945	11	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	626.665102739726	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Prorocentrum"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	10254.5198630137	9	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	512.725993150685	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	1139.39109589041	1	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	56.9695547945206	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Pyramimonas"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	1139.39109589041	1	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	56.9695547945206	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-96"		"Occurrence"	1139.39109589041	1	0.0008776617647854448	"l"	"present"	"verified"	292	16635.11	50	1000	1	56.9695547945206	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Tripos"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-99"	"Ceratium"	"Occurrence"	5.51495098039216	4	0.7253010977289898	"l"	"present"	"verified"	51	450.02	50	250	32	35.2956862745098	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Ciliophora"	"Non det. 10-20um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-99"	"Ciliophora non det Non det. 10-20um"	"Occurrence"	23.4385416666667	17	0.7253010977289898	"l"	"present"	"verified"	51	450.02	50	250	32	150.006666666667	"Niskin bottle"	"microplankton"	"indet."		
0	10		"iopan.pl"	"cells/l"	"Dinophysis acuminata"		2009	"Alkekonge2009"	"Kb2"	"ALK09-99"		"Occurrence"	9.65116421568627	7	0.7253010977289898	"l"	"present"	"verified"	51	450.02	50	250	32	61.7674509803922	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 20-30um"	2009	"Alkekonge2009"	"Kb2"	"ALK09-99"	"Gymnodinium sp. 20-30um"	"Occurrence"	24.8172794117647	18	0.7253010977289898	"l"	"present"	"verified"	51	450.02	50	250	32	158.830588235294	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Mesodinium rubrum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-99"		"Occurrence"	23.0020879424779	1	0.04347431426663244	"l"	"present"	"verified"	113	16635.11	50	250	32	147.213362831858	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Parafavella"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-99"		"Occurrence"	206.810661764706	50	0.24176703257632998	"l"	"present"	"verified"	17	450.02	50	250	32	1323.58823529412	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Protoperidinium pallidum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-99"		"Occurrence"	502.254464285714	50	0.09955113106084174	"l"	"present"	"verified"	7	450.02	50	250	32	3214.42857142857	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-99"		"Occurrence"	73.2454427083333	50	0.6826363272743433	"l"	"present"	"verified"	48	450.02	50	250	32	468.770833333333	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Ptychocylis obtusa"		2009	"Alkekonge2009"	"Kb2"	"ALK09-99"		"Occurrence"	1.37873774509804	1	0.7253010977289898	"l"	"present"	"verified"	51	450.02	50	250	32	8.82392156862745	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Strombidium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-99"		"Occurrence"	219.736328125	50	0.22754544242478114	"l"	"present"	"verified"	16	450.02	50	250	32	1406.3125	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-99"		"Occurrence"	1.37873774509804	1	0.7253010977289898	"l"	"present"	"verified"	51	450.02	50	250	32	8.82392156862745	"Niskin bottle"	"microplankton"	"sp."	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Alexandrium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-100"		"Occurrence"	3.8453857421875	7	1.8203635393982491	"l"	"present"	"verified"	128	450.02	50	250	32	24.61046875	"Niskin bottle"	"microplankton"	"sp."	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Dictyocha speculum"		2009	"Alkekonge2009"	"Kb2"	"ALK09-100"		"Occurrence"	1.6480224609375	3	1.8203635393982491	"l"	"present"	"verified"	128	450.02	50	250	32	10.54734375	"Niskin bottle"	"microplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Dinophysis acuminata"		2009	"Alkekonge2009"	"Kb2"	"ALK09-100"		"Occurrence"	0.5493408203125	1	1.8203635393982491	"l"	"present"	"verified"	128	450.02	50	250	32	3.51578125	"Niskin bottle"	"microplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-100"		"Occurrence"	1.098681640625	2	1.8203635393982491	"l"	"present"	"verified"	128	450.02	50	250	32	7.0315625	"Niskin bottle"	"microplankton"	"sp."	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"		2009	"Alkekonge2009"	"Kb2"	"ALK09-100"		"Occurrence"	0.5493408203125	1	1.8203635393982491	"l"	"present"	"verified"	128	450.02	50	250	32	3.51578125	"Niskin bottle"	"microplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Parafavella"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-100"		"Occurrence"	3.296044921875	6	1.8203635393982491	"l"	"present"	"verified"	128	450.02	50	250	32	21.0946875	"Niskin bottle"	"microplankton"	"sp."	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp."	2009	"Alkekonge2009"	"Kb2"	"ALK09-100"		"Occurrence"	0.5493408203125	1	1.8203635393982491	"l"	"present"	"verified"	128	450.02	50	250	32	3.51578125	"Niskin bottle"	"microplankton"	"sp."	"species"	
