"maximumDepthInMeters"	"magnification"	"minimumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"identificationRemarks"	"taxonRank"	"previousIdentifications"	"lifeStage"
100	60	100	"iopan.pl"	"cells/l"	"Amphidinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	2683.08225806452	2	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	134.154112903226	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	1341.54112903226	1	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	67.0770564516129	"Niskin bottle"	"phytoplankton"		"~3um"		"Biflagellatae"	
100	60	100	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	21464.6580645161	16	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	1073.23290322581	"Niskin bottle"	"phytoplankton"		"3-7um"		"Biflagellatae"	
100	60	100	"iopan.pl"	"cells/l"	"Calliacantha natans"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	13415.4112903226	10	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	670.770564516129	"Niskin bottle"	"phytoplankton"					
100	60	100	"iopan.pl"	"cells/l"	"Chlamydomonas"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	18781.5758064516	14	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	939.078790322581	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	36221.610483871	27	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	1811.08052419355	"Niskin bottle"	"phytoplankton"		"cyst"		"Chaetoceros furcellatus cyst"	"cyst"
100	60	100	"iopan.pl"	"cells/l"	"Cryptomonas"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	10732.3290322581	8	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	536.616451612903	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Dinophyceae"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	2683.08225806452	2	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	134.154112903226	"Niskin bottle"	"phytoplankton"	"indet."	"Non det."		"Dinoflagellatae"	
100	60	100	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	2683.08225806452	2	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	134.154112903226	"Niskin bottle"	"phytoplankton"	"sp. cf. G. arcticum"	"sp. cf g.arcticum"	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	5366.16451612903	4	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	268.308225806452	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"sp. cf g.gracilentum"	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	5366.16451612903	4	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	268.308225806452	"Niskin bottle"	"phytoplankton"	"sp. „spiralne”"	"sp. „spiralne”"	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	4024.62338709677	3	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	201.231169354839	"Niskin bottle"	"phytoplankton"	"sp. „z dupką”"	"sp. „z dupką”"	"species"		
100	10	100	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	140.63125	1	0.007110795075774411	"l"	"present"	"verified"	64	450.02	50	1000	1	7.0315625	"Niskin bottle"	"phytoplankton"					
100	60	100	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	1341.54112903226	1	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	67.0770564516129	"Niskin bottle"	"phytoplankton"					
100	60	100	"iopan.pl"	"cells/l"	"Leucocryptos marina"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	1341.54112903226	1	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	67.0770564516129	"Niskin bottle"	"phytoplankton"					
100	10	100	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	421.89375	3	0.007110795075774411	"l"	"present"	"verified"	64	450.02	50	1000	1	21.0946875	"Niskin bottle"	"phytoplankton"					
100	60	100	"iopan.pl"	"cells/l"	"Mamiella"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	1341.54112903226	1	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	67.0770564516129	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"	"Mamiella  sp."	
100	60	100	"iopan.pl"	"cells/l"	"Monosiga marina"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	9390.78790322581	7	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	469.53939516129	"Niskin bottle"	"phytoplankton"					
100	60	100	"iopan.pl"	"cells/l"	"Pachysphaera"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	4024.62338709677	3	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	201.231169354839	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Phaeocystis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	945574.673684211	54	0.000057108128530559754	"l"	"present"	"verified"	19	16635.11	50	1000	1	47278.7336842105	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Prorocentrum"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	4024.62338709677	3	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	201.231169354839	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Pyramimonas"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	4024.62338709677	3	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	201.231169354839	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	10	100	"iopan.pl"	"cells/l"	"Strombidium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	140.63125	1	0.007110795075774411	"l"	"present"	"verified"	64	450.02	50	1000	1	7.0315625	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	60	100	"iopan.pl"	"cells/l"	"Teleaulax"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	2683.08225806452	2	0.0007454113618725695	"l"	"present"	"verified"	248	16635.11	50	1000	1	134.154112903226	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
100	10	100	"iopan.pl"	"cells/l"	"Thalassiosira"	2009	"MERCLIM-2009"	"V6"	"MER09-01-14"	"Occurrence"	1968.8375	14	0.007110795075774411	"l"	"present"	"verified"	64	450.02	50	1000	1	98.441875	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Alexandrium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Algirosphaera robusta"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Bacterosira"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	300.013333333333	2	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	15.0006666666667	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"	"Bacterosira  sp."	
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"		"~3um"		"Biflagellatae"	
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"		"7-10um"		"Biflagellatae"	
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	6104.62752293578	4	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	305.231376146789	"Niskin bottle"	"phytoplankton"		"3-7um"		"Biflagellatae"	
10	60	10	"iopan.pl"	"cells/l"	"Calliacantha natans"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	3052.31376146789	2	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	152.615688073395	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Chaetoceros debilis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	600.026666666667	4	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	30.0013333333333	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	3150.14	21	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	157.507	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"		"cyst"		"Chaetoceros furcellatus cyst"	"cyst"
10	60	10	"iopan.pl"	"cells/l"	"Coccolithales"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	9156.94128440367	6	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	457.847064220184	"Niskin bottle"	"phytoplankton"	"indet."	"Non det."		"Coccolithales  Non det."	
10	60	10	"iopan.pl"	"cells/l"	"Cryptomonas"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	39680.0788990826	26	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	1984.00394495413	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	10	10	"iopan.pl"	"cells/l"	"Ceratoneis closterium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	150.006666666667	1	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	7.50033333333333	"Niskin bottle"	"phytoplankton"		"old Cylindrotheca closterium"			
10	60	10	"iopan.pl"	"cells/l"	"Dinobryon"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	10	10	"iopan.pl"	"cells/l"	"Eucampia groenlandica"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	300.013333333333	2	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	15.0006666666667	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	150.006666666667	1	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	7.50033333333333	"Niskin bottle"	"phytoplankton"		">7um"		"Flagellatae"	
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"	"sp. cf. G. arcticum"	"sp. cf g.arcticum"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	6104.62752293578	4	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	305.231376146789	"Niskin bottle"	"phytoplankton"	"sp. cf. G. galeatum"	"sp. cf g.galeatum"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium simplex"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"	"sp. „krasnal”"	"sp. „krasnal”"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"	"sp."	"sp. 5-10um"	"species"	"Gymnodinium sp. 5-10um"	
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium wulffii"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	3052.31376146789	2	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	152.615688073395	"Niskin bottle"	"phytoplankton"	"sp. „z dupką”"	"sp. „z dupką”"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	3052.31376146789	2	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	152.615688073395	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Leucocryptos marina"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	6104.62752293578	4	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	305.231376146789	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	3052.31376146789	2	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	152.615688073395	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Navicula septentrionalis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	150.006666666667	1	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	7.50033333333333	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Nitzschia frigida"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	3052.31376146789	2	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	152.615688073395	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Phaeocystis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	45002	50	0.0011110617305897514	"l"	"present"	"verified"	10	450.02	50	1000	1	2250.1	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Prorocentrum"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	9156.94128440367	6	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	457.847064220184	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Pyramimonas"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	10	10	"iopan.pl"	"cells/l"	"Strombidium"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	300.013333333333	2	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	15.0006666666667	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Thalassiosira nordenskioeldii"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	3052.31376146789	2	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	152.615688073395	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Thalassiosira"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	600.026666666667	4	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	30.0013333333333	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"V6"	"MER09-01-15"	"Occurrence"	1526.15688073395	1	0.000655240632613791	"l"	"present"	"verified"	218	16635.11	50	1000	1	76.3078440366972	"Niskin bottle"	"phytoplankton"		"3-7um"		"Monoflagellatae"	
50	10	50	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	1571.49841269841	11	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	78.5749206349206	"Niskin bottle"	"phytoplankton"					
50	40	50	"iopan.pl"	"cells/l"	"Alexandrium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	2953.95524475524	3	0.001015587492507379	"l"	"present"	"verified"	143	7040.26	50	1000	1	147.697762237762	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
50	40	50	"iopan.pl"	"cells/l"	"Amphidinium crassum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	984.651748251748	1	0.001015587492507379	"l"	"present"	"verified"	143	7040.26	50	1000	1	49.2325874125874	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Chaetoceros concavicornis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	571.453968253968	4	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	28.5726984126984	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Chaetoceros curvisetus"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	2714.40634920635	19	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	135.720317460317	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Chaetoceros debilis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	10915.3787234043	57	0.005221990133771832	"l"	"present"	"verified"	47	450.02	50	1000	1	545.768936170213	"Niskin bottle"	"phytoplankton"					
50	40	50	"iopan.pl"	"cells/l"	"Chaetoceros decipiens"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	4923.25874125874	5	0.001015587492507379	"l"	"present"	"verified"	143	7040.26	50	1000	1	246.162937062937	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	9706.3137254902	55	0.0056664148260077325	"l"	"present"	"verified"	51	450.02	50	1000	1	485.31568627451	"Niskin bottle"	"phytoplankton"					
50	40	50	"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	984.651748251748	1	0.001015587492507379	"l"	"present"	"verified"	143	7040.26	50	1000	1	49.2325874125874	"Niskin bottle"	"phytoplankton"		"cyst"		"Chaetoceros furcellatus cyst"	"cyst"
50	40	50	"iopan.pl"	"cells/l"	"Ciliophora"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	984.651748251748	1	0.001015587492507379	"l"	"present"	"verified"	143	7040.26	50	1000	1	49.2325874125874	"Niskin bottle"	"phytoplankton"	"indet."	"Non det. 10-20um"		"Ciliophora non det Non det. 10-20um"	
50	10	50	"iopan.pl"	"cells/l"	"Corethron"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	142.863492063492	1	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	7.1431746031746	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
50	10	50	"iopan.pl"	"cells/l"	"Ceratoneis closterium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	285.726984126984	2	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	14.2863492063492	"Niskin bottle"	"phytoplankton"		"old Cylindrotheca closterium"			
50	10	50	"iopan.pl"	"cells/l"	"Dictyocha speculum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	285.726984126984	2	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	14.2863492063492	"Niskin bottle"	"phytoplankton"					
50	40	50	"iopan.pl"	"cells/l"	"Eucampia groenlandica"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	1969.3034965035	2	0.001015587492507379	"l"	"present"	"verified"	143	7040.26	50	1000	1	98.4651748251748	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	571.453968253968	4	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	28.5726984126984	"Niskin bottle"	"phytoplankton"	"sp."	"sp. 30-40um"	"species"	"Gymnodinium sp. 30-40um"	
50	10	50	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	285.726984126984	2	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	14.2863492063492	"Niskin bottle"	"phytoplankton"	"sp."	"sp. 40-50um"	"species"	"Gymnodinium sp. 40-50um"	
50	40	50	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	4923.25874125874	5	0.001015587492507379	"l"	"present"	"verified"	143	7040.26	50	1000	1	246.162937062937	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Leegaardiella sol"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	6428.85714285714	45	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	321.442857142857	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	428.590476190476	3	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	21.4295238095238	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Mesodinium rubrum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	285.726984126984	2	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	14.2863492063492	"Niskin bottle"	"phytoplankton"					
50	40	50	"iopan.pl"	"cells/l"	"Navicula directa"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	984.651748251748	1	0.001015587492507379	"l"	"present"	"verified"	143	7040.26	50	1000	1	49.2325874125874	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Parafavella obtusangula"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	714.31746031746	5	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	35.715873015873	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	285.726984126984	2	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	14.2863492063492	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Ptychocylis obtusa"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	1428.63492063492	10	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	71.431746031746	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Rhizosolenia borealis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	1000.04444444444	7	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	50.0022222222222	"Niskin bottle"	"phytoplankton"					
50	10	50	"iopan.pl"	"cells/l"	"Salpingella secata"	2009	"MERCLIM-2009"	"KH"	"MER09-01-23"	"Occurrence"	142.863492063492	1	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	7.1431746031746	"Niskin bottle"	"phytoplankton"					
