"locality"	"magnification"	"identifiedBy"	"fi"	"fi_m"	"r_m"	"s_m2"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"year"	"expedition"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"taxonRank"	"organismRemarks"	"organismScope"	"foto"	"lifeStage"	"identificationRemarks"	"verbatimTaxon"	"occurrenceRemarks"
"Floe3"	60	"MR"					"cells/l"	"Fragilariopsis"	"sp. cf. F. cylindrus"	2015	"N-ICE2015"	"IAT-209"		"Occurrence"	108195.83739837399	16	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	1081.95837398374	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Hantzschia weyprechtii"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Haslea"	"sp."	2015	"N-ICE2015"	"IAT-209"		"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Navicula directa"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Navicula kariana"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	1037.4516129032256	1	0.0009639003762320824	"l"	"present"	"calculated"	31	321.61	10	1730	1.73	10.3745161290323	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Navicula transitans"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	162293.75609756098	24	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	1622.93756097561	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Navicula transitans"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	47335.67886178862	7	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	473.356788617886	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Navicula"	"sp."	2015	"N-ICE2015"	"IAT-209"	"Navicula sp. <30um"	"Occurrence"	20286.719512195123	3	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	202.867195121951	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	10	"MR"					"cells/l"	"Nitzschia levissima"		2015	"N-ICE2015"	"IAT-209"	"Nitzschia leavissima"	"Occurrence"	2074.9032258064512	2	0.0009639003762320824	"l"	"present"	"calculated"	31	321.61	10	1730	1.73	20.7490322580645	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Nitzschia frigida"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	257288	72	0.00027984204471254	"l"	"present"	"calculated"	9	321.61	10	1730	1.73	2572.88	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Pinnularia"	"sp. cf. P. semiinflata"	2015	"N-ICE2015"	"IAT-209"		"Occurrence"	1037.4516129032256	1	0.0009639003762320824	"l"	"present"	"calculated"	31	321.61	10	1730	1.73	10.3745161290323	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	10	"MR"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-209"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	916588.4999999999	57	0.00006218712104723112	"l"	"present"	"calculated"	2	321.61	10	1730	1.73	9165.885	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-209"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	243440.63414634147	36	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	2434.40634146341	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	10	"MR"					"cells/l"	"Pseudo-nitzschia"	"sp. cf. P-n seriata"	2015	"N-ICE2015"	"IAT-209"		"Occurrence"	3112.354838709677	3	0.0009639003762320824	"l"	"present"	"calculated"	31	321.61	10	1730	1.73	31.1235483870968	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Stauroneis radissonii"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	47335.67886178862	7	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	473.356788617886	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Pennales"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Pennales indet. 10-30um"	"Occurrence"	27048.959349593497	4	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	270.489593495935	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Heterocapsa"	"sp."	2015	"N-ICE2015"	"IAT-209"		"Occurrence"	27048.959349593497	4	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	270.489593495935	"Niskin bottle"	"microplankton"	"species"			"'+"				
"Floe3"	60	"MR"					"cells/l"	"Gymnodinium simplex"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Gymnodinium"	"sp."	2015	"N-ICE2015"	"IAT-209"	"Gymnodinium sp. <10um"	"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Dinophyceae"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Dinophycean"	"Occurrence"	128482.55691056911	19	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	1284.82556910569	"Niskin bottle"	"microplankton"					"cyst"			
"Floe3"	60	"MR"					"cells/l"	"Gymnodinium"	"sp."	2015	"N-ICE2015"	"IAT-209"	"Gymnodinium sp. 10-20um"	"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Dinobryon"	"sp. statocysts"	2015	"N-ICE2015"	"IAT-209"		"Occurrence"	13524.479674796748	2	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	135.244796747967	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Cryptophyceae"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Cryptophyceae indet. 3-7um"	"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Cryptophyceae"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Cryptophyceae indet. 7-10um"	"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Flagellates"	"Occurrence"	202867.19512195123	30	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	2028.67195121951	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Flagellates"	"Occurrence"	121720.31707317074	18	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	1217.20317073171	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Flagellates"	"Occurrence"	27048.959349593497	4	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	270.489593495935	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Biflagellates"	"Occurrence"	6762.239837398374	1	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	67.6223983739837	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Coccolithales"	"indet."	2015	"N-ICE2015"	"IAT-209"	"Coccolithales indet. >15um"	"Occurrence"	27048.959349593497	4	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	270.489593495935	"Niskin bottle"	"microplankton"				"'+"				
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"		2015	"N-ICE2015"	"IAT-209"		"Occurrence"	263727.35365853657	39	0.00014787999598439686	"l"	"present"	"calculated"	246	16635.11	10	1730	1.73	2637.27353658537	"Niskin bottle"	"microplankton"		"Mesodinium rubrum symbiont"	"symbiont"					
"Floe3"	60	"MR"					"cells/l"	"Attheya septentrionalis"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	6915.1012169003125	1	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	69.3129583333333	"Niskin bottle"	"microplankton"								
"Floe3"	20	"MR"					"cells/l"	"Ceratoneis closterium"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	10962.314146134238	15	0.0013683242242505534	"l"	"present"	"calculated"	154	1120.1	10	2135	2.14	109.87987012987	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Porosira glacialis"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	69151.01216900312	10	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	693.129583333333	"Niskin bottle"	"microplankton"								
"Floe3"	20	"MR"					"cells/l"	"Thalassiosira"	"sp. cf. T. weissflogii"	2015	"N-ICE2015"	"IAT-210"		"Occurrence"	36541.0471537808	50	0.0013683242242505534	"l"	"present"	"calculated"	154	1120.1	10	2135	2.14	366.266233766234	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Thalassiosira"	"sp."	2015	"N-ICE2015"	"IAT-210"		"Occurrence"	20745.30365070094	3	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	207.938875	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	20	"MR"					"cells/l"	"Fossula arctica"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	60334.16610463435	52	0.0008618665568331408	"l"	"present"	"calculated"	97	1120.1	10	2135	2.14	604.754639175258	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Fragilariopsis cylindrus"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	304264.4535436137	44	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	3049.77016666667	"Niskin bottle"	"microplankton"								
"Floe3"	20	"MR"					"cells/l"	"Nitzschia levissima"		2015	"N-ICE2015"	"IAT-210"	"Nitzschia leavissima"	"Occurrence"	730.8209430756159	1	0.0013683242242505534	"l"	"present"	"calculated"	154	1120.1	10	2135	2.14	7.32532467532467	"Niskin bottle"	"microplankton"								
"Floe3"	20	"MR"					"cells/l"	"Nitzschia frigida"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	10962.314146134238	15	0.0013683242242505534	"l"	"present"	"calculated"	154	1120.1	10	2135	2.14	109.87987012987	"Niskin bottle"	"microplankton"								
"Floe3"	20	"MR"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-210"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	15347.239804587934	21	0.0013683242242505534	"l"	"present"	"calculated"	154	1120.1	10	2135	2.14	153.831818181818	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-210"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	48405.708518302185	7	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	485.190708333333	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Pseudo-nitzschia"	"sp. cf. P-n seriata"	2015	"N-ICE2015"	"IAT-210"		"Occurrence"	20745.30365070094	3	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	207.938875	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	20	"MR"					"cells/l"	"Stauroneis radissonii"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	8769.85131690739	12	0.0013683242242505534	"l"	"present"	"calculated"	154	1120.1	10	2135	2.14	87.9038961038961	"Niskin bottle"	"microplankton"								
"Floe3"	20	"MR"					"cells/l"	"Synedropsis hyperborea"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	7308.209430756159	10	0.0013683242242505534	"l"	"present"	"calculated"	154	1120.1	10	2135	2.14	73.2532467532468	"Niskin bottle"	"microplankton"								
"Floe3"	20	"MR"					"cells/l"	"Pennales"	"indet."	2015	"N-ICE2015"	"IAT-210"	"Pennales indet. 10-30um"	"Occurrence"	20462.986406117245	28	0.0013683242242505534	"l"	"present"	"calculated"	154	1120.1	10	2135	2.14	205.109090909091	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Gymnodinium"	"sp."	2015	"N-ICE2015"	"IAT-210"	"Gymnodinium sp. 10-20um"	"Occurrence"	6915.1012169003125	1	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	69.3129583333333	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Polarella glacialis"		2015	"N-ICE2015"	"IAT-210"	"Polarella glacialis cyst"	"Occurrence"	539113.623534139	51	0.00009459972401675073	"l"	"present"	"calculated"	157	16635.11	10	2135	2.14	5403.76184713376	"Niskin bottle"	"microplankton"					"cyst"			
"Floe3"	60	"MR"					"cells/l"	"Dinobryon"	"sp. statocysts"	2015	"N-ICE2015"	"IAT-210"		"Occurrence"	13830.202433800625	2	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	138.625916666667	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-210"	"Flagellates"	"Occurrence"	103726.51825350469	15	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	1039.694375	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-210"	"Flagellates"	"Occurrence"	55320.8097352025	8	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	554.503666666667	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-210"	"Biflagellates"	"Occurrence"	13830.202433800625	2	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	138.625916666667	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Prasinophyceae"	"indet."	2015	"N-ICE2015"	"IAT-210"	"Prasinophyceae indet. 7-10um"	"Occurrence"	6915.1012169003125	1	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	69.3129583333333	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Ciliophora"	"indet."	2015	"N-ICE2015"	"IAT-210"	"Ciliophora indet. 20-30um"	"Occurrence"	6915.1012169003125	1	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	69.3129583333333	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Dinobryon"	"sp. statocysts"	2015	"N-ICE2015"	"IAT-210"		"Occurrence"	13830.202433800625	2	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	138.625916666667	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Eukaryota incertae sedis"		2015	"N-ICE2015"	"IAT-210"		"Occurrence"	27660.40486760125	4	0.00014461104308293105	"l"	"present"	"calculated"	240	16635.11	10	2135	2.14	277.251833333333	"Niskin bottle"	"microplankton"		"Mesodinium rubrum symbiont"	"symbiont"					
"Floe3"	60	"MR"					"cells/l"	"Attheya septentrionalis"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	22379.07174887893	3	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	223.790717488789	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Ceratoneis closterium"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	7146.88888888889	4	0.00055968408942508	"l"	"present"	"calculated"	18	321.61	10	1770	1.77	71.4688888888889	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Porosira glacialis"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	33947.722222222226	19	0.00055968408942508	"l"	"present"	"calculated"	18	321.61	10	1770	1.77	339.477222222222	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Porosira glacialis"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	186492.26457399107	25	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	1864.92264573991	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Chaetoceros socialis"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	89516.28699551572	12	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	895.162869955157	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Chaetoceros"	"sp."	2015	"N-ICE2015"	"IAT-211"		"Occurrence"	37298.45291479822	5	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	372.984529147982	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	10	"MR"					"cells/l"	"Thalassiosira"	"sp. cf. T. weissflogii"	2015	"N-ICE2015"	"IAT-211"		"Occurrence"	23227.38888888889	13	0.00055968408942508	"l"	"present"	"calculated"	18	321.61	10	1770	1.77	232.273888888889	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Thalassiosira"	"sp."	2015	"N-ICE2015"	"IAT-211"		"Occurrence"	14919.381165919285	2	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	149.193811659193	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Bacillariophyceae"	"indet."	2015	"N-ICE2015"	"IAT-211"	"Centriceae"	"Occurrence"	14919.381165919285	2	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	149.193811659193	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Entomoneis paludosa"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	8933.611111111111	5	0.00055968408942508	"l"	"present"	"calculated"	18	321.61	10	1770	1.77	89.3361111111111	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Entomoneis paludosa"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	96975.97757847536	13	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	969.759775784753	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Fossula arctica"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	8933.611111111111	5	0.00055968408942508	"l"	"present"	"calculated"	18	321.61	10	1770	1.77	89.3361111111111	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Fragilariopsis cylindrus"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	2862786.372093023	74	0.000025848942387516527	"l"	"present"	"calculated"	43	16635.11	10	1770	1.77	28627.8637209302	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Fragilariopsis"	"sp. cf. F. cylindrus"	2015	"N-ICE2015"	"IAT-211"		"Occurrence"	193951.95515695072	26	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	1939.51955156951	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Haslea"	"sp."	2015	"N-ICE2015"	"IAT-211"		"Occurrence"	7459.690582959643	1	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	74.5969058295964	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	10	"MR"					"cells/l"	"Navicula directa"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	3573.444444444445	2	0.00055968408942508	"l"	"present"	"calculated"	18	321.61	10	1770	1.77	35.7344444444444	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Navicula kariana"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	14293.77777777778	8	0.00055968408942508	"l"	"present"	"calculated"	18	321.61	10	1770	1.77	142.937777777778	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Navicula pelagica"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	44758.14349775786	6	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	447.581434977579	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Navicula transitans"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	208871.33632287	28	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	2088.7133632287	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Navicula transitans"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	350605.4573991032	47	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	3506.05457399103	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Navicula"	"sp."	2015	"N-ICE2015"	"IAT-211"	"Navicula sp. <30um"	"Occurrence"	14919.381165919285	2	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	149.193811659193	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	10	"MR"					"cells/l"	"Nitzschia frigida"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	376743.14285714284	82	0.0002176549236653089	"l"	"present"	"calculated"	7	321.61	10	1770	1.77	3767.43142857143	"Niskin bottle"	"microplankton"								
"Floe3"	10	"MR"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-211"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	310889.6666666667	58	0.00018656136314169333	"l"	"present"	"calculated"	6	321.61	10	1770	1.77	3108.89666666667	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-211"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	725120.1794871795	51	0.00007033316882184728	"l"	"present"	"calculated"	117	16635.11	10	1770	1.77	7251.2017948718	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	10	"MR"					"cells/l"	"Pseudo-nitzschia"	"sp. cf. P-n seriata"	2015	"N-ICE2015"	"IAT-211"		"Occurrence"	16080.5	9	0.00055968408942508	"l"	"present"	"calculated"	18	321.61	10	1770	1.77	160.805	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Pseudo-nitzschia"	"sp. cf. P-n seriata"	2015	"N-ICE2015"	"IAT-211"		"Occurrence"	238710.09865470856	32	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	2387.10098654709	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Stauroneis radissonii"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	44758.14349775786	6	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	447.581434977579	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Synedropsis hyperborea"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	59677.52466367714	8	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	596.775246636771	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Pennales"	"indet."	2015	"N-ICE2015"	"IAT-211"	"Pennales indet. 10-30um"	"Occurrence"	111895.35874439465	15	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	1118.95358744395	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Heterocapsa"	"sp."	2015	"N-ICE2015"	"IAT-211"		"Occurrence"	22379.07174887893	3	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	223.790717488789	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"MR"					"cells/l"	"Dinophyceae"	"indet."	2015	"N-ICE2015"	"IAT-211"	"Dinophycean"	"Occurrence"	74596.90582959644	10	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	745.969058295964	"Niskin bottle"	"microplankton"					"cyst"			
"Floe3"	60	"MR"					"cells/l"	"Polarella glacialis"		2015	"N-ICE2015"	"IAT-211"	"Polarella glacialis cyst"	"Occurrence"	386863.023255814	50	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	1770	1.77	3868.63023255814	"Niskin bottle"	"microplankton"				"'+"	"cyst"			
"Floe3"	60	"MR"					"cells/l"	"Polarella glacialis"		2015	"N-ICE2015"	"IAT-211"	"Polarella glacialis cyst"	"Occurrence"	22379.07174887893	3	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	223.790717488789	"Niskin bottle"	"microplankton"					"cyst"			
"Floe3"	60	"MR"					"cells/l"	"Dinobryon faculiferum"		2015	"N-ICE2015"	"IAT-211"		"Occurrence"	14919.381165919285	2	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	149.193811659193	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Cryptophyceae"	"indet."	2015	"N-ICE2015"	"IAT-211"	"Cryptophyceae indet. 7-10um"	"Occurrence"	14919.381165919285	2	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	149.193811659193	"Niskin bottle"	"microplankton"								
"Floe3"	60	"MR"					"cells/l"	"Cryptophyceae"	"indet."	2015	"N-ICE2015"	"IAT-211"	"Cryptophyceae indet. 11-15um"	"Occurrence"	37298.45291479822	5	0.00013405381749805078	"l"	"present"	"calculated"	223	16635.11	10	1770	1.77	372.984529147982	"Niskin bottle"	"microplankton"								
