"maximumDepthInMeters"	"magnification"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"occurrenceRemarks"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"taxonRank"	"lifeStage"	"minimumDepthInMeters"	"organismRemarks"	"organismScope"	"verbatimTaxon"
67	10	"MR"	"cells/l"	"Thalassiosira bioculata"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	518.8225806	5	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	25.94112903	"Niskin bottle"	"phytoplankton"				67			
67	10	"MR"	"cells/l"	"Thalassiosira"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	726.3516129	7	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	36.31758065	"Niskin bottle"	"phytoplankton"	"sp."	"species"		67			
67	10	"MR"	"cells/l"	"Thalassiosira"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	415.0580645	4	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	20.75290323	"Niskin bottle"	"phytoplankton"	"sp."	"species"		67			
67	10	"MR"	"cells/l"	"Bacillariophyceae"	2014	"ICE2014"	"R4b"	"PHT-096"	"diatoms in ribbon"	"Occurrence"	14681.34872	89	0.0060632443021050334	"l"	"present"		"verified"	39	321.61	50	1000	1	734.0674359	"Niskin bottle"	"phytoplankton"				67			
67	10	"MR"	"cells/l"	"Navicula"	2014	"ICE2014"	"R4b"	"PHT-096"	"Navicula sp.1"	"Occurrence"	103.7645161	1	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	5.188225806	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"		67			
67	10	"MR"	"cells/l"	"Pseudo-nitzschia"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	415.0580645	4	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	20.75290323	"Niskin bottle"	"phytoplankton"	"sp. cf. P.seriata"	"species"		67			
67	60	"MR"	"cells/l"	"Gymnodinium gracilentum"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	1289.543411	1	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	64.47717054	"Niskin bottle"	"phytoplankton"				67			
67	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	3868.630233	3	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	193.4315116	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"species"		67			
67	60	"MR"	"cells/l"	"Gymnodinium galeatum"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	1289.543411	1	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	64.47717054	"Niskin bottle"	"phytoplankton"				67			
67	60	"MR"	"cells/l"	"Gymnodinium simplex"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	2579.086822	2	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	128.9543411	"Niskin bottle"	"phytoplankton"				67			
67	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-096"	"Gymnodinium  sp. cf. G. wulffii"	"Occurrence"	2579.086822	2	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	128.9543411	"Niskin bottle"	"phytoplankton"	"sp. cf. G. wulffii"	"species"		67			
67	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-096"	"Gymnodinium  sp. <10um"	"Occurrence"	2579.086822	2	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	128.9543411	"Niskin bottle"	"phytoplankton"	"sp."	"species"		67			
67	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-096"	"Gymnodinium sp. 10-20um"	"Occurrence"	10316.34729	8	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	515.8173643	"Niskin bottle"	"phytoplankton"	"sp."	"species"		67			
67	60	"MR"	"cells/l"	"Gyrodinium"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	2579.086822	2	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	128.9543411	"Niskin bottle"	"phytoplankton"	"sp."	"species"		67			
67	10	"MR"	"cells/l"	"Micracanthodinium claytonii"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	207.5290323	2	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	10.37645161	"Niskin bottle"	"phytoplankton"				67			
67	10	"MR"	"cells/l"	"Protoperidinium"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	103.7645161	1	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	5.188225806	"Niskin bottle"	"phytoplankton"	"sp."	"species"		67			
67	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R4b"	"PHT-096"	"Flagellatae"	"Occurrence"	16764.06434	13	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	838.2032171	"Niskin bottle"	"phytoplankton"	"indet."			67			
67	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R4b"	"PHT-096"	"Biflagellatae"	"Occurrence"	2579.086822	2	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	128.9543411	"Niskin bottle"	"phytoplankton"	"indet."			67			
67	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R4b"	"PHT-096"	"Flagellatae"	"Occurrence"	19343.15116	15	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	967.1575581	"Niskin bottle"	"phytoplankton"	"indet."			67			
67	60	"MR"	"cells/l"	"Choanoflagellatea"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	2579.086822	2	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	128.9543411	"Niskin bottle"	"phytoplankton"	"indet. 1"			67			
67	60	"MR"	"cells/l"	"Chrysophyceae"	2014	"ICE2014"	"R4b"	"PHT-096"	"Chrysophyceae indet. cyst"	"Occurrence"	14184.97752	11	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	709.248876	"Niskin bottle"	"phytoplankton"	"indet."		"cyst"	67			
67	60	"MR"	"cells/l"	"Coccolithales"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	11605.8907	9	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	580.2945349	"Niskin bottle"	"phytoplankton"	"indet."			67			
67	60	"MR"	"cells/l"	"Coccolithales"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	3868.630233	3	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	193.4315116	"Niskin bottle"	"phytoplankton"	"indet."			67			
67	10	"MR"	"cells/l"	"Lohmanniella oviformis"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	311.2935484	3	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	15.56467742	"Niskin bottle"	"phytoplankton"				67			
67	10	"MR"	"cells/l"	"Ciliophora"	2014	"ICE2014"	"R4b"	"PHT-096"	"Ciliophora indet. >30um"	"Occurrence"	207.5290323	2	0.009639003762320825	"l"	"present"		"verified"	62	321.61	50	1000	1	10.37645161	"Niskin bottle"	"phytoplankton"	"indet."			67			
67	60	"MR"	"cells/l"	"Eukaryota"	2014	"ICE2014"	"R4b"	"PHT-096"	"Spores indet."	"Occurrence"	1289.543411	1	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	64.47717054	"Niskin bottle"	"phytoplankton"	"incertae sedis"		"spora"	67			
67	60	"MR"	"cells/l"	"Commation cryoporinum"	2014	"ICE2014"	"R4b"	"PHT-096"		"Occurrence"	3868.630233	3	0.0007754682716254957	"l"	"present"		"verified"	258	16635.11	50	1000	1	193.4315116	"Niskin bottle"	"phytoplankton"				67			
82	10	"MR"	"cells/l"	"Bacterosira bathyomphala"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"				82			
82	10	"MR"	"cells/l"	"Chaetoceros"	2014	"ICE2014"	"R4b"	"PHT-095"	"Chaetoceros concavicornis/convolutus"	"Occurrence"	756.8705882	6	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	37.84352941	"Niskin bottle"	"phytoplankton"	"spp. concavicornis/convolutus"	"species"		82			
82	10	"MR"	"cells/l"	"Chaetoceros socialis"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	504.5803922	4	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	25.22901961	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Chaetoceros socialis"	2014	"ICE2014"	"R4b"	"PHT-095"	"Chaetoceros socialis spores"	"Occurrence"	47888.95303	38	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	2394.447652	"Niskin bottle"	"phytoplankton"			"spores"	82			
82	10	"MR"	"cells/l"	"Chaetoceros"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"	"sp."	"species"		82			
82	60	"MR"	"cells/l"	"Thalassiosira antarctica/pacifica"	2014	"ICE2014"	"R4b"	"PHT-095"	"Thalassiosira antarctica\pacyfica"	"Occurrence"	84806.44314	13	0.00015329023973992357	"l"	"present"		"verified"	51	16635.11	50	1000	1	4240.322157	"Niskin bottle"	"phytoplankton"				82			
82	10	"MR"	"cells/l"	"Thalassiosira bioculata"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"				82			
82	10	"MR"	"cells/l"	"Thalassiosira"	2014	"ICE2014"	"R4b"	"PHT-095"	"Thalassiosira sp.2"	"Occurrence"	504.5803922	4	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	25.22901961	"Niskin bottle"	"phytoplankton"	"sp. 2"	"species"		82			
82	10	"MR"	"cells/l"	"Rhizosolenia hebetata"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"				82			
82	10	"MR"	"cells/l"	"Rhizosolenia"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"	"sp."	"species"		82			
82	10	"MR"	"cells/l"	"Fragilariopsis oceanica"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	2649.047059	21	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	132.4523529	"Niskin bottle"	"phytoplankton"				82			
82	10	"MR"	"cells/l"	"Fragilariopsis"	2014	"ICE2014"	"R4b"	"PHT-095"	"Fragilariopsis  sp. cf. F. oceanica"	"Occurrence"	8325.576471	66	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	416.2788235	"Niskin bottle"	"phytoplankton"	"sp. cf. F. oceanica"	"species"		82			
82	60	"MR"	"cells/l"	"Fragilariopsis"	2014	"ICE2014"	"R4b"	"PHT-095"	"Fragilariopsis cylindrus/oceanica"	"Occurrence"	36546.83258	29	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	1827.341629	"Niskin bottle"	"phytoplankton"	"spp. cylindrus/oceanica"	"species"		82			
82	60	"MR"	"cells/l"	"Fragilariopsis cylindrus"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	3780.706818	3	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	189.0353409	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Gymnodinium galeatum"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	2520.471212	2	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	126.0235606	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	1260.235606	1	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	63.0117803	"Niskin bottle"	"phytoplankton"	"sp. cf. G. galeatum"	"species"		82			
82	60	"MR"	"cells/l"	"Gymnodinium gracilentum"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	2520.471212	2	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	126.0235606	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	2520.471212	2	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	126.0235606	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"species"		82			
82	60	"MR"	"cells/l"	"Gymnodinium simplex"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	1260.235606	1	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	63.0117803	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-095"	"Gymnodinium sp.1"	"Occurrence"	2520.471212	2	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	126.0235606	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"		82			
82	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-095"	"Gymnodinium sp.2"	"Occurrence"	1260.235606	1	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	63.0117803	"Niskin bottle"	"phytoplankton"	"sp. 2"	"species"		82			
82	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-095"	"Gymnodinium  sp. <10um"	"Occurrence"	3780.706818	3	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	189.0353409	"Niskin bottle"	"phytoplankton"	"sp."	"species"		82			
82	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-095"	"Gymnodinium  sp. 10-20um"	"Occurrence"	7561.413636	6	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	378.0706818	"Niskin bottle"	"phytoplankton"	"sp."	"species"		82			
82	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R4b"	"PHT-095"	"Gymnodinium  20-30um"	"Occurrence"	1260.235606	1	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	63.0117803	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Lessardia elongata"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	1260.235606	1	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	63.0117803	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Dinophyceae"	2014	"ICE2014"	"R4b"	"PHT-095"	"Dinophyceae indet. cyst"	"Occurrence"	1260.235606	1	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	63.0117803	"Niskin bottle"	"phytoplankton"	"indet."		"cyst"	82			
82	60	"MR"	"cells/l"	"Cryptophyceae"	2014	"ICE2014"	"R4b"	"PHT-095"	"Cryptophyceae indet. 6-10um"	"Occurrence"	2520.471212	2	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	126.0235606	"Niskin bottle"	"phytoplankton"	"indet."			82			
82	60	"MR"	"cells/l"	"Dinobryon faculiferum"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	3780.706818	3	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	189.0353409	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R4b"	"PHT-095"	"Flagellatae"	"Occurrence"	8821.649242	7	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	441.0824621	"Niskin bottle"	"phytoplankton"	"indet."			82			
82	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R4b"	"PHT-095"	"Flagellatae"	"Occurrence"	26464.94773	21	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	1323.247386	"Niskin bottle"	"phytoplankton"	"indet."			82			
82	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R4b"	"PHT-095"	"Flagellatae"	"Occurrence"	1260.235606	1	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	63.0117803	"Niskin bottle"	"phytoplankton"	"indet."			82			
82	60	"MR"	"cells/l"	"Choanoflagellatea"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	3780.706818	3	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	189.0353409	"Niskin bottle"	"phytoplankton"	"indet."			82			
82	60	"MR"	"cells/l"	"Chrysophyceae"	2014	"ICE2014"	"R4b"	"PHT-095"	"Chrysophyceae indet. cyst"	"Occurrence"	6301.17803	5	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	315.0589015	"Niskin bottle"	"phytoplankton"	"indet."		"cyst"	82			
82	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	12602.35606	10	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	630.117803	"Niskin bottle"	"phytoplankton"				82			
82	60	"MR"	"cells/l"	"Coccolithales"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	3780.706818	3	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	189.0353409	"Niskin bottle"	"phytoplankton"	"indet."			82			
82	10	"MR"	"cells/l"	"Lohmanniella oviformis"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	378.4352941	3	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	18.92176471	"Niskin bottle"	"phytoplankton"				82			
82	10	"MR"	"cells/l"	"Ciliophora"	2014	"ICE2014"	"R4b"	"PHT-095"	"Ciliophora indet. >30um"	"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"	"indet."			82			
82	60	"MR"	"cells/l"	"Telonema subtilis"	2014	"ICE2014"	"R4b"	"PHT-095"		"Occurrence"	1260.235606	1	0.0007935024174772515	"l"	"present"		"verified"	264	16635.11	50	1000	1	63.0117803	"Niskin bottle"	"phytoplankton"				82			
1	10	"MR"	"cells/l"	"Cylindrotheca closterium"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	494.8769231	4	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	24.74384615	"Niskin bottle"	"phytoplankton"				1			
1	10	"MR"	"cells/l"	"Nitzschia frigida"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	1732.069231	14	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	86.60346154	"Niskin bottle"	"phytoplankton"				1			
1	60	"MR"	"cells/l"	"Navicula"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	1512.282727	1	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	75.61413636	"Niskin bottle"	"phytoplankton"	"sp."	"species"		1			
1	60	"MR"	"cells/l"	"Synedropsis hyperborea"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	1512.282727	1	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	75.61413636	"Niskin bottle"	"phytoplankton"				1			
1	60	"MR"	"cells/l"	"Gymnodinium arcticum"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	1512.282727	1	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	75.61413636	"Niskin bottle"	"phytoplankton"				1			
1	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	1512.282727	1	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	75.61413636	"Niskin bottle"	"phytoplankton"	"sp. cf. G. arcticum"	"species"		1			
1	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	3024.565455	2	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	151.2282727	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"species"		1			
1	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	9073.696364	6	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	453.6848182	"Niskin bottle"	"phytoplankton"	"sp."	"species"		1			
1	10	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	1608.35	13	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	80.4175	"Niskin bottle"	"phytoplankton"	"sp."	"species"		1			
1	10	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R3"	"PHT-094"	"Gymnodinium sp.1"	"Occurrence"	123.7192308	1	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	6.185961538	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"		1			
1	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R3"	"PHT-094"	"Gymnodinium  sp. 10-20um"	"Occurrence"	33270.22	22	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	1663.511	"Niskin bottle"	"phytoplankton"	"sp."	"species"		1			
1	10	"MR"	"cells/l"	"Gyrodinium fusiforme"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	371.1576923	3	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	18.55788462	"Niskin bottle"	"phytoplankton"				1			
1	10	"MR"	"cells/l"	"Gyrodinium"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	742.3153846	6	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	37.11576923	"Niskin bottle"	"phytoplankton"	"sp. cf. G.fusiforme"	"species"		1			
1	10	"MR"	"cells/l"	"Gyrodinium"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	123.7192308	1	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	6.185961538	"Niskin bottle"	"phytoplankton"	"sp. cf. G.spirale"	"species"		1			
1	60	"MR"	"cells/l"	"Gyrodinium"	2014	"ICE2014"	"R3"	"PHT-094"	"Gyrodinium  sp. 10-20um"	"Occurrence"	3024.565455	2	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	151.2282727	"Niskin bottle"	"phytoplankton"	"sp."	"species"		1			
1	10	"MR"	"cells/l"	"Protoperidinium bipes"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	247.4384615	2	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	12.37192308	"Niskin bottle"	"phytoplankton"				1			
1	10	"MR"	"cells/l"	"Protoperidinium"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	494.8769231	4	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	24.74384615	"Niskin bottle"	"phytoplankton"	"sp."	"species"		1			
1	10	"MR"	"cells/l"	"Polarella glacialis"	2014	"ICE2014"	"R3"	"PHT-094"	"Polarella glacialis cyst"	"Occurrence"	1732.069231	14	0.008084325736140045	"l"	"present"		"verified"	52	321.61	50	1000	1	86.60346154	"Niskin bottle"	"phytoplankton"			"cyst"	1			
1	60	"MR"	"cells/l"	"Monosiga marina"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	1512.282727	1	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	75.61413636	"Niskin bottle"	"phytoplankton"				1			
1	60	"MR"	"cells/l"	"Cryptomonas"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	1512.282727	1	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	75.61413636	"Niskin bottle"	"phytoplankton"	"sp."	"species"		1			
1	60	"MR"	"cells/l"	"Cryptophyceae"	2014	"ICE2014"	"R3"	"PHT-094"	"Cryptophyceae indet. 6-10um"	"Occurrence"	1512.282727	1	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	75.61413636	"Niskin bottle"	"phytoplankton"	"indet."			1			
1	60	"MR"	"cells/l"	"Cryptophyceae"	2014	"ICE2014"	"R3"	"PHT-094"	"Cryptophyceae indet. 11-15um"	"Occurrence"	3024.565455	2	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	151.2282727	"Niskin bottle"	"phytoplankton"	"indet."			1			
1	60	"MR"	"cells/l"	"Dinobryon balticum"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	46880.76455	31	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	2344.038227	"Niskin bottle"	"phytoplankton"				1			
1	60	"MR"	"cells/l"	"Chrysophyceae"	2014	"ICE2014"	"R3"	"PHT-094"	"Chrysophyceae indet. cyst"	"Occurrence"	6049.130909	4	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	302.4565455	"Niskin bottle"	"phytoplankton"	"indet."		"cyst"	1			
1	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R3"	"PHT-094"	"Flagellatae"	"Occurrence"	4536.848182	3	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	226.8424091	"Niskin bottle"	"phytoplankton"	"indet."			1			
1	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R3"	"PHT-094"	"Flagellatae"	"Occurrence"	346281.8816	51	0.00014727885778933832	"l"	"present"		"verified"	49	16635.11	50	1000	1	17314.09408	"Niskin bottle"	"phytoplankton"	"indet."			1			
1	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R3"	"PHT-094"	"Flagellatae"	"Occurrence"	6049.130909	4	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	302.4565455	"Niskin bottle"	"phytoplankton"	"indet."			1			
1	60	"MR"	"cells/l"	"Pyramimonas"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	18147.39273	12	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	907.3696364	"Niskin bottle"	"phytoplankton"	"sp. cf. P. virginica"	"species"		1			
1	60	"MR"	"cells/l"	"Coccolithales"	2014	"ICE2014"	"R3"	"PHT-094"		"Occurrence"	7561.413636	5	0.0006612520145643762	"l"	"present"		"verified"	220	16635.11	50	1000	1	378.0706818	"Niskin bottle"	"phytoplankton"	"indet."			1			
