"maximumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"occurrenceRemarks"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"minimumDepthInMeters"	"identificationQualifier"	"previousIdentifications"	"verbatimTaxon"	"taxonRank"	"organismRemarks"	"magnification"
25	"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	41.5875	18	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	66.54	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Pronoctiluca pelagica"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	6.93125	3	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	11.09	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Bacterosira bathyomphala"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	13.8625	6	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	22.18	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Thalassiosira"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	13.8625	6	0.4328223624887286	"l"	"present"	"sp."	"verified"	87	321.61	10	200	32	22.18	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Rhizosolenia semispina"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	18.4833333333333	8	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	29.5733333333333	"Niskin bottle"	"microplankton"	25		"Rhizosolenia hebetata f. semispina"		"form"		
25	"iopan.pl"	"cells/l"	"Chaetoceros decipiens"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	108.589583333333	47	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	173.743333333333	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	6.93125	3	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	11.09	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	36.9666666666667	16	0.4328223624887286	"l"	"present"	"sp."	"verified"	87	321.61	10	200	32	59.1466666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Phalacroma rotundatum"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	9.24166666666667	4	0.4328223624887286	"l"	"present"	"Old Dinophysis rotundata"	"verified"	87	321.61	10	200	32	14.7866666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Chaetoceros borealis"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	9.24166666666667	4	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	14.7866666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Ptychocylis acuta"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	53.1395833333333	23	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	85.0233333333333	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Alexandrium"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"	"sp."	"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Fragilariopsis oceanica"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	108.589583333333	47	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	173.743333333333	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Protoperidinium cerasus"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	6.93125	3	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	11.09	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Chaetoceros socialis"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	23.1041666666667	10	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	36.9666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Parafavella obtusangula"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Chaetoceros debilis"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	16.1729166666667	7	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	25.8766666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Actiniscus pentasterias"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Spirotrichea"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	6.93125	3	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	11.09	"Niskin bottle"	"microplankton"	25	"indet."	"Spirotrichea non det."				
25	"iopan.pl"	"cells/l"	"Tripos arcticus"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"	"old Ceratium arcticum"	"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25		"Neoceratium arcticum"				
25	"iopan.pl"	"cells/l"	"Gyrodinium"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"	"sp. 20-30um"	"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Cochlodinium pulchellum"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Protoperidinium brevipes"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Dinophysis contracta"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"	"old Phalacroma contractum"	"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Rhizosolenia hebetata"	2011	"MOSJ2011"	"KH"	"MOSJ11-354"	"Occurrence"	2.31041666666667	1	0.4328223624887286	"l"	"present"		"verified"	87	321.61	10	200	32	3.69666666666667	"Niskin bottle"	"microplankton"	25		"Rhizosolenia hebetata f. hebetata"		"form"		
20	"iopan.pl"	"cells/l"	"Didinium gargantua"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Spirotrichea"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20	"indet."	"Spirotrichea non det."				
20	"iopan.pl"	"cells/l"	"Rhizosolenia semispina"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20		"Rhizosolenia hebetata f. semispina"		"form"		
20	"iopan.pl"	"cells/l"	"Corethron pennatum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Fragilariopsis cylindrus"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Strombidium conicum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Chaetoceros borealis"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Thalassiosira bioculata var. exigua"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20		"Thalassiosira bioculata var.exigua"		"variety"		
20	"iopan.pl"	"cells/l"	"Leegaardiella ovalis"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Parafavella obtusangula"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Chaetoceros decipiens"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Dictyocha speculum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Thalassiosira"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Dinophyceae"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20			"Dinoflagellatae"	"class"	"flagellate"	
20	"iopan.pl"	"cells/l"	"Pseudo-nitzschia pseudodelicatissima"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-346"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	169.268421052632	2	0.011815552998973912	"l"	"present"		"verified"	76	321.61	50	1000	1	8.46342105263158	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Corethron pennatum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	84.6342105263158	1	0.011815552998973912	"l"	"present"	"Old Corethron criophilum"	"verified"	76	321.61	50	1000	1	4.23171052631579	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	1015.61052631579	12	0.011815552998973912	"l"	"present"	"sp."	"verified"	76	321.61	50	1000	1	50.7805263157895	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	507.805263157895	6	0.011815552998973912	"l"	"present"		"verified"	76	321.61	50	1000	1	25.3902631578947	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	253.902631578947	3	0.011815552998973912	"l"	"present"	"sp. 40-50um"	"verified"	76	321.61	50	1000	1	12.6951315789474	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Parafavella obtusangula"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	253.902631578947	3	0.011815552998973912	"l"	"present"		"verified"	76	321.61	50	1000	1	12.6951315789474	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Spirotrichea"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	169.268421052632	2	0.011815552998973912	"l"	"present"		"verified"	76	321.61	50	1000	1	8.46342105263158	"Niskin bottle"	"phytoplankton"	10	"indet."	"Spirotrichea non det."				
10	"iopan.pl"	"cells/l"	"Didinium gargantua"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	338.536842105263	4	0.011815552998973912	"l"	"present"		"verified"	76	321.61	50	1000	1	16.9268421052632	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Thalassiosira bioculata var. exigua"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	84.6342105263158	1	0.011815552998973912	"l"	"present"		"verified"	76	321.61	50	1000	1	4.23171052631579	"Niskin bottle"	"phytoplankton"	10		"Thalassiosira bioculata var.exigua"		"variety"		
10	"iopan.pl"	"cells/l"	"Pseudo-nitzschia pseudodelicatissima"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	489718.888888889	50	0.00010209939035319581	"l"	"present"		"verified"	9	4407.47	50	1000	1	24485.9444444444	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Leucocryptos marina"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	51420.4833333333	21	0.00040839756141278325	"l"	"present"		"verified"	36	4407.47	50	1000	1	2571.02416666667	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Prorocentrum cordatum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	44074.7	18	0.00040839756141278325	"l"	"present"	"old Prorocentrum minimum"	"verified"	36	4407.47	50	1000	1	2203.735	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	200339.545454545	50	0.00024957628753003423	"l"	"present"	"sp. 5-10um"	"verified"	22	4407.47	50	1000	1	10016.9772727273	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Fragilariopsis oceanica"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	44074.7	18	0.00040839756141278325	"l"	"present"		"verified"	36	4407.47	50	1000	1	2203.735	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Lennoxia faveolata"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	31831.7277777778	13	0.00040839756141278325	"l"	"present"		"verified"	36	4407.47	50	1000	1	1591.58638888889	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Eucampia groenlandica"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	102840.966666667	42	0.00040839756141278325	"l"	"present"		"verified"	36	4407.47	50	1000	1	5142.04833333333	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Fragilariopsis"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	122429.722222222	50	0.00040839756141278325	"l"	"present"	"sp. cf f.nana"	"verified"	36	4407.47	50	1000	1	6121.48611111111	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	61214.8611111111	25	0.00040839756141278325	"l"	"present"	"sp. 10-20um"	"verified"	36	4407.47	50	1000	1	3060.74305555556	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Alexandrium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	29383.1333333333	12	0.00040839756141278325	"l"	"present"	"sp."	"verified"	36	4407.47	50	1000	1	1469.15666666667	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Conticribra weissflogii"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	117532.533333333	48	0.00040839756141278325	"l"	"present"	"old Thalassiosira weissflogii"	"verified"	36	4407.47	50	1000	1	5876.62666666667	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Dinophyceae"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	2448.59444444444	1	0.00040839756141278325	"l"	"present"	"Non det. 20-30um"	"verified"	36	4407.47	50	1000	1	122.429722222222	"Niskin bottle"	"phytoplankton"	10			"Dinoflagellatae"	"class"	"flagellate"	
10	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	2448.59444444444	1	0.00040839756141278325	"l"	"present"	"sp.1"	"verified"	36	4407.47	50	1000	1	122.429722222222	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Mesodinium rubrum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	2448.59444444444	1	0.00040839756141278325	"l"	"present"		"verified"	36	4407.47	50	1000	1	122.429722222222	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Navicula directa"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-344"	"Occurrence"	2448.59444444444	1	0.00040839756141278325	"l"	"present"		"verified"	36	4407.47	50	1000	1	122.429722222222	"Niskin bottle"	"phytoplankton"	10						
25	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	183.777142857143	2	0.010882746183265445	"l"	"present"	"sp."	"verified"	70	321.61	50	1000	1	9.18885714285714	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	183.777142857143	2	0.010882746183265445	"l"	"present"		"verified"	70	321.61	50	1000	1	9.18885714285714	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	91.8885714285714	1	0.010882746183265445	"l"	"present"		"verified"	70	321.61	50	1000	1	4.59442857142857	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	91.8885714285714	1	0.010882746183265445	"l"	"present"		"verified"	70	321.61	50	1000	1	4.59442857142857	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	3672.89166666667	2	0.000544530081883711	"l"	"present"		"verified"	48	4407.47	50	1000	1	183.644583333333	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Fragilariopsis oceanica"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	22037.35	12	0.000544530081883711	"l"	"present"		"verified"	48	4407.47	50	1000	1	1101.8675	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Fragilariopsis"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	629638.571428571	50	0.00007941063694137452	"l"	"present"	"sp. cf f.nana"	"verified"	7	4407.47	50	1000	1	31481.9285714286	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Pseudo-nitzschia pseudodelicatissima"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	489718.888888889	50	0.00010209939035319581	"l"	"present"		"verified"	9	4407.47	50	1000	1	24485.9444444444	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Thalassiosira"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	31219.5791666667	17	0.000544530081883711	"l"	"present"	"sp."	"verified"	48	4407.47	50	1000	1	1560.97895833333	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Lennoxia faveolata"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	18364.4583333333	10	0.000544530081883711	"l"	"present"		"verified"	48	4407.47	50	1000	1	918.222916666667	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Eucampia groenlandica"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	73457.8333333333	40	0.000544530081883711	"l"	"present"		"verified"	48	4407.47	50	1000	1	3672.89166666667	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Bacterosira bathyomphala"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	5509.3375	3	0.000544530081883711	"l"	"present"		"verified"	48	4407.47	50	1000	1	275.466875	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Leucocryptos marina"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	27546.6875	15	0.000544530081883711	"l"	"present"		"verified"	48	4407.47	50	1000	1	1377.334375	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Eukaryota"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	22037.35	12	0.000544530081883711	"l"	"present"	"3-7um"	"verified"	48	4407.47	50	1000	1	1101.8675	"Niskin bottle"	"phytoplankton"	25	"incertae sedis"		"Biflagellatae"		"flagellate"	
25	"iopan.pl"	"cells/l"	"Eukaryota"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	9182.22916666667	5	0.000544530081883711	"l"	"present"	"7-10um"	"verified"	48	4407.47	50	1000	1	459.111458333333	"Niskin bottle"	"phytoplankton"	25	"incertae sedis"		"Biflagellatae"		"flagellate"	
25	"iopan.pl"	"cells/l"	"Conticribra weissflogii"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	14691.5666666667	8	0.000544530081883711	"l"	"present"	"old Thalassiosira weissflogii"	"verified"	48	4407.47	50	1000	1	734.578333333333	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Prorocentrum cordatum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	29383.1333333333	16	0.000544530081883711	"l"	"present"	"old Prorocentrum minimum"	"verified"	48	4407.47	50	1000	1	1469.15666666667	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	73457.8333333333	40	0.000544530081883711	"l"	"present"	"sp. 5-10um"	"verified"	48	4407.47	50	1000	1	3672.89166666667	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Navicula"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	3672.89166666667	2	0.000544530081883711	"l"	"present"	"sp. cf n.directa"	"verified"	48	4407.47	50	1000	1	183.644583333333	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Alexandrium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	5509.3375	3	0.000544530081883711	"l"	"present"	"sp."	"verified"	48	4407.47	50	1000	1	275.466875	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Chlamydomonas"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	3672.89166666667	2	0.000544530081883711	"l"	"present"	"sp."	"verified"	48	4407.47	50	1000	1	183.644583333333	"Niskin bottle"	"phytoplankton"	25						
25	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-343"	"Occurrence"	40401.8083333333	22	0.000544530081883711	"l"	"present"	"sp. 10-20um"	"verified"	48	4407.47	50	1000	1	2020.09041666667	"Niskin bottle"	"phytoplankton"	25						
50	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-342"	"Occurrence"	224.379069767442	3	0.013370231025154687	"l"	"present"	"sp. 30-40um"	"verified"	86	321.61	50	1000	1	11.2189534883721	"Niskin bottle"	"phytoplankton"	50						
50	"iopan.pl"	"cells/l"	"Pronoctiluca pelagica"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-342"	"Occurrence"	74.793023255814	1	0.013370231025154687	"l"	"present"		"verified"	86	321.61	50	1000	1	3.7396511627907	"Niskin bottle"	"phytoplankton"	50						
50	"iopan.pl"	"cells/l"	"Strombidium vestitum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-342"	"Occurrence"	74.793023255814	1	0.013370231025154687	"l"	"present"		"verified"	86	321.61	50	1000	1	3.7396511627907	"Niskin bottle"	"phytoplankton"	50						
50	"iopan.pl"	"cells/l"	"Dinophysis contracta"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-342"	"Occurrence"	149.586046511628	2	0.013370231025154687	"l"	"present"	"old Phalacroma contractum"	"verified"	86	321.61	50	1000	1	7.4793023255814	"Niskin bottle"	"phytoplankton"	50						
50	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-342"	"Occurrence"	74.793023255814	1	0.013370231025154687	"l"	"present"		"verified"	86	321.61	50	1000	1	3.7396511627907	"Niskin bottle"	"phytoplankton"	50						
50	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-342"	"Occurrence"	10074.2171428571	12	0.0011911595541206179	"l"	"present"	"sp. 5-10um"	"verified"	105	4407.47	50	1000	1	503.710857142857	"Niskin bottle"	"phytoplankton"	50						
50	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"	2011	"MOSJ2011"	"HG-I"	"MOSJ11-342"	"Occurrence"	1679.03619047619	2	0.0011911595541206179	"l"	"present"		"verified"	105	4407.47	50	1000	1	83.9518095238095	"Niskin bottle"	"phytoplankton"	50						
