"maximumDepthInMeters"	"magnification"	"identifiedBy"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"year"	"expedition"	"locationID"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationRemarks"	"taxonRank"	"minimumDepthInMeters"	"occurrenceRemarks"	"lifeStage"	"verbatimTaxon"	"organismRemarks"
0	60	"iopan.pl"	"cells/l"	"Heterocapsa minima"		2010	"Alkekonge2010"	"KB2"	"ALK10-121"		"Occurrence"	4247.26212765957	3	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	212.363106382979	"Niskin bottle"	"phytoplankton"							
0	60	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"		2010	"Alkekonge2010"	"KB2"	"ALK10-121"		"Occurrence"	26899.3268085106	19	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	1344.96634042553	"Niskin bottle"	"phytoplankton"							
0	60	"iopan.pl"	"cells/l"	"Katodinium glaucum"		2010	"Alkekonge2010"	"KB2"	"ALK10-121"		"Occurrence"	2831.50808510638	2	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	141.575404255319	"Niskin bottle"	"phytoplankton"							
0	60	"iopan.pl"	"cells/l"	"Lessardia elongata"		2010	"Alkekonge2010"	"KB2"	"ALK10-121"		"Occurrence"	2831.50808510638	2	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	141.575404255319	"Niskin bottle"	"phytoplankton"							
0	60	"iopan.pl"	"cells/l"	"Protoperidinium bipes"		2010	"Alkekonge2010"	"KB2"	"ALK10-121"		"Occurrence"	1415.75404255319	1	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	70.7877021276596	"Niskin bottle"	"phytoplankton"							
0	60	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"		2010	"Alkekonge2010"	"KB2"	"ALK10-121"		"Occurrence"	1415.75404255319	1	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	70.7877021276596	"Niskin bottle"	"phytoplankton"							
0	10	"iopan.pl"	"cells/l"	"Peridinea"	"indet."	2010	"Alkekonge2010"	"KB2"	"ALK10-121"	"Peridinea non det."	"Occurrence"	178.672222222222	2	0.011193681788501601	"l"	"present"	"verified"	72	321.61	50	1000	1	8.93361111111111	"Niskin bottle"	"phytoplankton"	"non det."						
0	60	"iopan.pl"	"cells/l"	"Algirosphaera robusta"		2010	"Alkekonge2010"	"KB2"	"ALK10-121"		"Occurrence"	8494.52425531915	6	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	424.726212765957	"Niskin bottle"	"phytoplankton"							
0	60	"iopan.pl"	"cells/l"	"Prymnesiophyceae"	"indet."	2010	"Alkekonge2010"	"KB2"	"ALK10-121"	"Prymnesiophyceae  non det."	"Occurrence"	7078.77021276596	5	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	353.938510638298	"Niskin bottle"	"phytoplankton"	"non det."						
0	60	"iopan.pl"	"cells/l"	"Prasinophyceae"	"indet."	2010	"Alkekonge2010"	"KB2"	"ALK10-121"	"Prasinophyceae non det."	"Occurrence"	2831.50808510638	2	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	141.575404255319	"Niskin bottle"	"phytoplankton"							
0	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"indet. domek"	2010	"Alkekonge2010"	"KB2"	"ALK10-121"	"Cell"	"Occurrence"	2831.50808510638	2	0.0007063373791937655	"l"	"present"	"verified"	235	16635.11	50	1000	1	141.575404255319	"Niskin bottle"	"phytoplankton"	"domek"						
5	10	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	100.503125	1	0.00994993936755698	"l"	"present"	"verified"	64	321.61	50	1000	1	5.02515625	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Algirosphaera robusta"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	146274.243103448	51	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	7313.71215517241	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Biflagellatae"	"Occurrence"	8604.36724137931	3	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	430.218362068966	"Niskin bottle"	"phytoplankton"	"3-7um"		5				
5	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"indet. domek"	2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Cell"	"Occurrence"	14340.6120689655	5	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	717.030603448276	"Niskin bottle"	"phytoplankton"	"domek"		5				
5	60	"iopan.pl"	"cells/l"	"Choanoflagellida"	"indet."	2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Choanoflagellida non det."	"Occurrence"	2868.1224137931	1	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	143.406120689655	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	103252.406896552	36	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	5162.62034482759	"Niskin bottle"	"phytoplankton"	"sp."	"species"	5				
5	60	"iopan.pl"	"cells/l"	"Dinobryon balticum"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	5736.24482758621	2	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	286.81224137931	"Niskin bottle"	"phytoplankton"			5				
5	10	"iopan.pl"	"cells/l"	"Dinophysis norvegica"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	100.503125	1	0.00994993936755698	"l"	"present"	"verified"	64	321.61	50	1000	1	5.02515625	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Flagellatae"	"Occurrence"	14340.6120689655	5	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	717.030603448276	"Niskin bottle"	"phytoplankton"	"~3um"		5				
5	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Flagellatae"	"Occurrence"	173140.940816327	51	0.00029455771557867664	"l"	"present"	"verified"	98	16635.11	50	1000	1	8657.04704081633	"Niskin bottle"	"phytoplankton"	">7um"		5				
5	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Flagellatae"	"Occurrence"	134801.753448276	47	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	6740.08767241379	"Niskin bottle"	"phytoplankton"	"3-7um"		5				
5	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	54494.325862069	19	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	2724.71629310345	"Niskin bottle"	"phytoplankton"	"sp. cf g. gracilentum"	"species"	5				
5	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. parvum (GG6)"	2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	25813.1017241379	9	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	1290.6550862069	"Niskin bottle"	"phytoplankton"	"sp. cf. G. parvum (GG6)"	"species"	5				
5	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. wulffii"	2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	5736.24482758621	2	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	286.81224137931	"Niskin bottle"	"phytoplankton"	"sp. cf. G.wulfii"	"species"	5				
5	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Gymnodinium sp. 10-20um"	"Occurrence"	86043.6724137931	30	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	4302.18362068966	"Niskin bottle"	"phytoplankton"	"sp. 10-20um"	"species"	5				
5	60	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	28681.224137931	10	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	1434.06120689655	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Gyrodinium flagellare"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	11472.4896551724	4	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	573.624482758621	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Lessardia elongata"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	14340.6120689655	5	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	717.030603448276	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Leucocryptos marina"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	51626.2034482759	18	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	2581.31017241379	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Plagioselmis"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	34417.4689655172	12	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	1720.87344827586	"Niskin bottle"	"phytoplankton"	"sp."	"species"	5				
5	60	"iopan.pl"	"cells/l"	"Prasinophyceae"	"indet."	2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Prasinophyceae non det."	"Occurrence"	11472.4896551724	4	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	573.624482758621	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Teleaulax amphioxeia"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"		"Occurrence"	22944.9793103448	8	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	1147.24896551724	"Niskin bottle"	"phytoplankton"			5				
5	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Monoflagellatae"	"Occurrence"	2868.1224137931	1	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	143.406120689655	"Niskin bottle"	"phytoplankton"	"~3um"		5				
5	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-122"	"Monoflagellatae"	"Occurrence"	5736.24482758621	2	0.00034866015313394377	"l"	"present"	"verified"	116	16635.11	50	1000	1	286.81224137931	"Niskin bottle"	"phytoplankton"	">7um"		5				
10	60	"iopan.pl"	"cells/l"	"Monosiga marina"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	16517.1304964539	7	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	825.856524822695	"Niskin bottle"	"phytoplankton"			10				
10	60	"iopan.pl"	"cells/l"	"Chlorophyceae"	"indet."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Chlorophyceae non det."	"Occurrence"	30674.6709219858	13	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1533.73354609929	"Niskin bottle"	"phytoplankton"	"„słoneczko”"		10				
10	60	"iopan.pl"	"cells/l"	"Dinobryon balticum"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	14157.5404255319	6	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	707.877021276596	"Niskin bottle"	"phytoplankton"			10				
10	60	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	199621.32	51	0.00025548373289987266	"l"	"present"	"verified"	85	16635.11	50	1000	1	9981.066	"Niskin bottle"	"phytoplankton"	"sp."	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Leucocryptos marina"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	54270.5716312057	23	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	2713.52858156028	"Niskin bottle"	"phytoplankton"			10				
10	60	"iopan.pl"	"cells/l"	"Teleaulax"	"sp. cf. t.amphioxeia"	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Teleaulax sp. cf t.amphioxeia"	"Occurrence"	9438.36028368794	4	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	471.918014184397	"Niskin bottle"	"phytoplankton"	"sp. cf t.amphioxeia"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Cryptophyceae"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Cryptophyceae < 10um"	"Occurrence"	30674.6709219858	13	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1533.73354609929	"Niskin bottle"	"phytoplankton"	"< 10um"		10				
10	60	"iopan.pl"	"cells/l"	"Chaetoceros simplex"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	4719.18014184397	2	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	235.959007092199	"Niskin bottle"	"phytoplankton"			10				
10	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Flagellatae"	"Occurrence"	44832.2113475177	19	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	2241.61056737589	"Niskin bottle"	"phytoplankton"	"~3um"		10				
10	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Flagellatae"	"Occurrence"	301016.276190476	57	0.000189358531443435	"l"	"present"	"verified"	63	16635.11	50	1000	1	15050.8138095238	"Niskin bottle"	"phytoplankton"	"3-7um"		10				
10	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Flagellatae"	"Occurrence"	25955.4907801418	11	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1297.77453900709	"Niskin bottle"	"phytoplankton"	">7um"		10				
10	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Monoflagellatae"	"Occurrence"	18876.7205673759	8	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	943.836028368794	"Niskin bottle"	"phytoplankton"	"3-7um"		10				
10	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Biflagellatae"	"Occurrence"	35393.8510638298	15	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1769.69255319149	"Niskin bottle"	"phytoplankton"	"3-7um"		10				
10	60	"iopan.pl"	"cells/l"	"Alexandrium"	"sp. cf. A. tamarense"	2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	4719.18014184397	2	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	235.959007092199	"Niskin bottle"	"phytoplankton"	"sp. cf a.tamarense"	"species"	10				
10	10	"iopan.pl"	"cells/l"	"Dinophysis norvegica"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	103.745161290323	1	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	5.18725806451613	"Niskin bottle"	"phytoplankton"			10				
10	10	"iopan.pl"	"cells/l"	"Dinophysis"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Dinophysis  sp."	"Occurrence"	103.745161290323	1	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	5.18725806451613	"Niskin bottle"	"phytoplankton"	"sp."	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Gyrodinium flagellare"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	7078.77021276596	3	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	353.938510638298	"Niskin bottle"	"phytoplankton"			10				
10	60	"iopan.pl"	"cells/l"	"Gyrodinium formosum"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	18876.7205673759	8	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	943.836028368794	"Niskin bottle"	"phytoplankton"			10				
10	60	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	28315.0808510638	12	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1415.75404255319	"Niskin bottle"	"phytoplankton"			10				
10	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	117979.503546099	50	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	5898.97517730496	"Niskin bottle"	"phytoplankton"	"sp. cf g. gracilentum"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. wulffii"	2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	16517.1304964539	7	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	825.856524822695	"Niskin bottle"	"phytoplankton"	"sp. cf. G.wulfii"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. parvum (GG6)"	2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	7078.77021276596	3	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	353.938510638298	"Niskin bottle"	"phytoplankton"	"sp. cf. G. parvum (GG6)"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 1"	2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	14157.5404255319	6	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	707.877021276596	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Gymnodinium sp. < 10um"	"Occurrence"	2359.59007092199	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"	"sp. < 10um"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Gymnodinium sp. 10-20um"	"Occurrence"	70787.7021276596	30	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	3539.38510638298	"Niskin bottle"	"phytoplankton"	"sp. 10-20um"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp. 1"	2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	2359.59007092199	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Gyrodinium sp. 20-30um"	"Occurrence"	9438.36028368794	4	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	471.918014184397	"Niskin bottle"	"phytoplankton"	"sp. 20-30um"	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Heterocapsa"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	37753.4411347518	16	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1887.67205673759	"Niskin bottle"	"phytoplankton"	"sp."	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Katodinium glaucum"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	11797.9503546099	5	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	589.897517730496	"Niskin bottle"	"phytoplankton"	"sp. cf. k.glaucum"		10				
10	60	"iopan.pl"	"cells/l"	"Oxyrrhis"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Oxyrrhis  sp."	"Occurrence"	9438.36028368794	4	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	471.918014184397	"Niskin bottle"	"phytoplankton"	"sp."	"species"	10				
10	60	"iopan.pl"	"cells/l"	"Algirosphaera robusta"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	35393.8510638298	15	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1769.69255319149	"Niskin bottle"	"phytoplankton"			10				
10	60	"iopan.pl"	"cells/l"	"Prymnesiophyceae"	"indet."	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Prymnesiophyceae  non det."	"Occurrence"	23595.9007092199	10	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1179.79503546099	"Niskin bottle"	"phytoplankton"	"non det."		10				
10	10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"		"Occurrence"	207.490322580645	2	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	10.3745161290323	"Niskin bottle"	"phytoplankton"			10				
10	10	"iopan.pl"	"cells/l"	"Tintinnopsis"		2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Tintinnopsis aglutinated sp. 1"	"Occurrence"	518.725806451613	5	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	25.9362903225806	"Niskin bottle"	"phytoplankton"	"sp. 1"		10		"aglutinated sp. 1"		
10	60	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"indet. domek"	2010	"Alkekonge2010"	"KB2"	"ALK10-123"	"Cell"	"Occurrence"	4719.18014184397	2	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	235.959007092199	"Niskin bottle"	"phytoplankton"	"domek"		10				
25	40	"iopan.pl"	"cells/l"	"Chlorophyceae"	"indet."	2010	"Alkekonge2010"	"KB2"	"ALK10-124"	"Chlorophyceae non det."	"Occurrence"	24150.5205479452	40	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	1207.52602739726	"Niskin bottle"	"phytoplankton"	"„słoneczko”"		25				
25	40	"iopan.pl"	"cells/l"	"Monosiga marina"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"		"Occurrence"	1811.28904109589	3	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	90.5644520547945	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-124"		"Occurrence"	7245.15616438356	12	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	362.257808219178	"Niskin bottle"	"phytoplankton"	"sp."	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Cryptophyceae"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"	"Cryptophyceae > 10um"	"Occurrence"	3622.57808219178	6	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	181.128904109589	"Niskin bottle"	"phytoplankton"	"> 10um"		25				
25	40	"iopan.pl"	"cells/l"	"Plagioselmis"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-124"		"Occurrence"	2415.05205479452	4	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	120.752602739726	"Niskin bottle"	"phytoplankton"	"sp."	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Licmophora"	"sp."	2010	"Alkekonge2010"	"KB2"	"ALK10-124"		"Occurrence"	1811.28904109589	3	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	90.5644520547945	"Niskin bottle"	"phytoplankton"	"sp."	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"	"Flagellatae"	"Occurrence"	1811.28904109589	3	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	90.5644520547945	"Niskin bottle"	"phytoplankton"	"~3um"		25				
25	40	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"	"Flagellatae"	"Occurrence"	6641.39315068493	11	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	332.069657534247	"Niskin bottle"	"phytoplankton"	"3-7um"		25				
25	40	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"	"Flagellatae"	"Occurrence"	6037.6301369863	10	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	301.881506849315	"Niskin bottle"	"phytoplankton"	">7um"		25				
25	40	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"	"Monoflagellatae"	"Occurrence"	1207.52602739726	2	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	60.376301369863	"Niskin bottle"	"phytoplankton"	">7um"		25				
25	40	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"	"Biflagellatae"	"Occurrence"	4226.34109589041	7	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	211.317054794521	"Niskin bottle"	"phytoplankton"	">7um"		25				
25	40	"iopan.pl"	"cells/l"	"Amphidinium crassum"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"		"Occurrence"	1207.52602739726	2	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	60.376301369863	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Gyrodinium flagellare"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"		"Occurrence"	1207.52602739726	2	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	60.376301369863	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2010	"Alkekonge2010"	"KB2"	"ALK10-124"		"Occurrence"	603.76301369863	1	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	30.1881506849315	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	2010	"Alkekonge2010"	"KB2"	"ALK10-124"		"Occurrence"	16905.3643835616	28	0.0016562789990629545	"l"	"present"	"verified"	146	4407.47	50	1000	1	845.268219178082	"Niskin bottle"	"phytoplankton"	"sp. cf g. gracilentum"	"species"	25				
