"number"	"depth_m_distance_from_cm"	"magnification"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"previousIdentifications"	"lifeStage"	"identificationQualifier"	"taxonRank"	"add"	"foto"	"verbatimTaxon"	"organismRemarks"	"occurrenceRemarks"	"organismScope"
70	0	60	"MR"	"cells/l"	"Bicosta spinifera"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1434.0612	1	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	71.7	"Niskin bottle"	"phytoplankton"										
70	0	60	"MR"	"cells/l"	"Monosiga marina"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	11472.4897	8	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	573.62	"Niskin bottle"	"phytoplankton"										
70	0	60	"MR"	"cells/l"	"Cryptophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	2868.1224	2	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	143.41	"Niskin bottle"	"phytoplankton"	"Cryptophyceae indet. 7-10um"		"indet."							
70	0	60	"MR"	"cells/l"	"Cryptophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1434.0612	1	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	71.7	"Niskin bottle"	"phytoplankton"	"Cryptophyceae indet. 11-15um"		"indet."							
70	0	60	"MR"	"cells/l"	"Amphidinium sphenoides"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	2868.1224	2	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	143.41	"Niskin bottle"	"phytoplankton"										
70	0	60	"MR"	"cells/l"	"Gymnodinium galeatum"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1434.0612	1	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	71.7	"Niskin bottle"	"phytoplankton"										
70	0	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1434.0612	1	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	71.7	"Niskin bottle"	"phytoplankton"			"sp."	"species"	"krasnal"					
70	0	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	2868.1224	2	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	143.41	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"		"sp."	"species"						
70	0	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	5736.2448	4	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	286.81	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"		"sp."	"species"						
70	0	10	"MR"	"cells/l"	"Gyrodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	320	4	0.006218712104723111	"l"	"present"	"verified"	40	321.61	50	1000	1	16	"Niskin bottle"	"phytoplankton"			"cf. G. fusiforme"							
70	0	60	"MR"	"cells/l"	"Heterocapsa"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	4302.1836	3	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	215.11	"Niskin bottle"	"phytoplankton"			"sp. cf. H.niei"	"species"						
70	0	10	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	160.805	1	0.006218712104723111	"l"	"present"	"verified"	40	321.61	50	1000	1	8.04	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
70	0	10	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	160.805	1	0.006218712104723111	"l"	"present"	"verified"	40	321.61	50	1000	1	8.04	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
70	0	60	"MR"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1434.0612	1	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	71.7	"Niskin bottle"	"phytoplankton"	"Dinophyceae indet. 30-40um"		"indet."							
70	0	60	"MR"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	2868.1224	2	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	143.41	"Niskin bottle"	"phytoplankton"	"Thecate dinophyceae"					"'+"				
70	0	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	8604.3672	6	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	430.22	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
70	0	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1434.0612	1	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	71.7	"Niskin bottle"	"phytoplankton"	"Biflagellates"		"indet."		"rys."					
70	0	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	4302.1836	3	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	215.11	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
70	0	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	2868.1224	2	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	143.41	"Niskin bottle"	"phytoplankton"					"Colony 50-100 cells"					
70	0	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1434.0612	1	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	71.7	"Niskin bottle"	"phytoplankton"					"Colony 50-100 cells bad shape"					
70	0	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	3959156.18	119	0.00003005690975292619	"l"	"present"	"verified"	10	16635.11	50	1000	1	197957.81	"Niskin bottle"	"phytoplankton"										
70	0	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1796591.88	54	0.00003005690975292619	"l"	"present"	"verified"	10	16635.11	50	1000	1	89829.59	"Niskin bottle"	"phytoplankton"					"bad shape"					
70	0	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-070"	"Occurrence"	1153367.6267	52	0.000045085364629389283	"l"	"present"	"verified"	15	16635.11	50	1000	1	57668.38	"Niskin bottle"	"phytoplankton"					"flagella form"					
69	5	10	"MR"	"cells/l"	"Chaetoceros decipiens"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1340.0417	10	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	67	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Chaetoceros furcellatus"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	65608.44	102	0.0015546780261807777	"l"	"present"	"verified"	10	321.61	50	1000	1	3280.42	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Chaetoceros furcellatus"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1608.05	12	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	80.4	"Niskin bottle"	"phytoplankton"	"Chaetoceros furcellatus spores"	"spores"								
69	5	10	"MR"	"cells/l"	"Chaetoceros socialis"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	36663.54	57	0.0015546780261807777	"l"	"present"	"verified"	10	321.61	50	1000	1	1833.18	"Niskin bottle"	"phytoplankton"										
69	5	60	"MR"	"cells/l"	"Chaetoceros socialis"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	43518.0093	31	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	2175.9	"Niskin bottle"	"phytoplankton"	"Chaetoceros socialis spores"	"spores"								
69	5	10	"MR"	"cells/l"	"Entomoneis paludosa"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	4154.1292	31	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	207.71	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Fragilariopsis cylindrus"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	3350.1042	25	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	167.51	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Porosira glacialis"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	536.0167	4	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	26.8	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Pseudo-nitzschia delicatissima"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	938.0292	7	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	46.9	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Pseudo-nitzschia granii"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	5628.175	42	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	281.41	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	13094.1214	57	0.004353098473306179	"l"	"present"	"verified"	28	321.61	50	1000	1	654.71	"Niskin bottle"	"phytoplankton"	"Thalassiosira gravida/antarctica"		"spp. gravida/antarctica"	"species"						
69	5	60	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	4211.4203	3	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	210.57	"Niskin bottle"	"phytoplankton"			"sp."	"species"	"mała"	"'+"				
69	5	10	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1742.0542	13	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	87.1	"Niskin bottle"	"phytoplankton"	"Thalassiosira sp. hypnospores"	"hypnospores"	"sp."	"species"						
69	5	60	"MR"	"cells/l"	"Mesodinium rubrum"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	5615.227	4	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	280.76	"Niskin bottle"	"phytoplankton"					"symbionts"					
69	5	60	"MR"	"cells/l"	"Lohmanniella oviformis"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	5615.227	4	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	280.76	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Leegaardiella sol"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	134.0042	1	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	6.7	"Niskin bottle"	"phytoplankton"										
69	5	10	"MR"	"cells/l"	"Strombidium"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	402.0125	3	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	20.1	"Niskin bottle"	"phytoplankton"			"sp. cf. S. conicum"	"species"	"pochewka"					
69	5	60	"MR"	"cells/l"	"Ciliophora"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"	"Ciliophora indet. 30-40um"		"indet."			"'+"				
69	5	60	"MR"	"cells/l"	"Monosiga marina"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	4211.4203	3	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	210.57	"Niskin bottle"	"phytoplankton"										
69	5	60	"MR"	"cells/l"	"Cryptophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"	"Cryptophyceae indet. 7-10um"		"indet."							
69	5	10	"MR"	"cells/l"	"Dictyocha speculum"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	134.0042	1	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	6.7	"Niskin bottle"	"phytoplankton"										
69	5	60	"MR"	"cells/l"	"Amphidinium crassum"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"										
69	5	60	"MR"	"cells/l"	"Gymnodinium galeatum"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"										
69	5	60	"MR"	"cells/l"	"Gymnodinium gracilentum"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"										
69	5	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"			"sp."	"species"	"krasnal"					
69	5	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"			"sp."	"species"		"'+"				
69	5	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"		"sp."	"species"		"'+"				
69	5	10	"MR"	"cells/l"	"Gyrodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	134.0042	1	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	6.7	"Niskin bottle"	"phytoplankton"			"cf. G. fusiforme"							
69	5	10	"MR"	"cells/l"	"Gyrodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	402.0125	3	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	20.1	"Niskin bottle"	"phytoplankton"			"cf. G. spirale"							
69	5	60	"MR"	"cells/l"	"Gymnodinium wulffii"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1434.0612	1	0.0006973203062678875	"l"	"present"	"verified"	232	16635.11	50	1000	1	71.7	"Niskin bottle"	"phytoplankton"										
69	5	60	"MR"	"cells/l"	"Heterocapsa"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	2807.6135	2	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	140.38	"Niskin bottle"	"phytoplankton"			"sp. cf. H.niei"	"species"						
69	5	10	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	134.0042	1	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	6.7	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
69	5	10	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	402.0125	3	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	20.1	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
69	5	60	"MR"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"	"Thecate dinophyceae"									
69	5	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	2807.6135	2	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	140.38	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
69	5	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	2807.6135	2	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	140.38	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
69	5	60	"MR"	"cells/l"	"Chlamydomonadaceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	11230.454	8	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	561.52	"Niskin bottle"	"phytoplankton"	"Chlamydomonadaceae indet 7-15um"		"indet."			"'+"				
69	5	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
69	5	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	1403.8068	1	0.0007123487611443507	"l"	"present"	"verified"	237	16635.11	50	1000	1	70.19	"Niskin bottle"	"phytoplankton"					"colony >100cells bad shape"					
69	5	10	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	134.0042	1	0.007462454525667734	"l"	"present"	"verified"	48	321.61	50	1000	1	6.7	"Niskin bottle"	"phytoplankton"					"colony >100cells"					
69	5	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	2262374.96	68	0.00003005690975292619	"l"	"present"	"verified"	10	16635.11	50	1000	1	113118.75	"Niskin bottle"	"phytoplankton"										
69	5	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	687584.5467	62	0.00009017072925877857	"l"	"present"	"verified"	30	16635.11	50	1000	1	34379.23	"Niskin bottle"	"phytoplankton"					"bad shape"					
69	5	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-069"	"Occurrence"	519847.1875	50	0.0000961821112093638	"l"	"present"	"verified"	32	16635.11	50	1000	1	25992.36	"Niskin bottle"	"phytoplankton"					"flagella form"					
68	10	10	"MR"	"cells/l"	"Chaetoceros decipiens"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	1354.1474	12	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	67.71	"Niskin bottle"	"phytoplankton"										
68	10	10	"MR"	"cells/l"	"Chaetoceros debilis"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	789.9193	7	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	39.5	"Niskin bottle"	"phytoplankton"						"'+"				
68	10	10	"MR"	"cells/l"	"Chaetoceros furcellatus"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	40522.86	63	0.0015546780261807777	"l"	"present"	"verified"	10	321.61	50	1000	1	2026.14	"Niskin bottle"	"phytoplankton"										
68	10	60	"MR"	"cells/l"	"Chaetoceros furcellatus"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	767.6288	29	0.03777867603619291	"l"	"present"	"verified"	243	321.61	50	1000	1	38.38	"Niskin bottle"	"phytoplankton"	"Chaetoceros furcellatus spores"	"spores"								
68	10	10	"MR"	"cells/l"	"Chaetoceros socialis"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	63678.78	99	0.0015546780261807777	"l"	"present"	"verified"	10	321.61	50	1000	1	3183.94	"Niskin bottle"	"phytoplankton"										
68	10	10	"MR"	"cells/l"	"Fragilariopsis oceanica"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	2256.9123	20	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	112.85	"Niskin bottle"	"phytoplankton"	"Fragilariopsis oceanica hypnospores"	"hypnospores"								
68	10	10	"MR"	"cells/l"	"Fragilariopsis oceanica"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	12617.0077	51	0.004042162868070022	"l"	"present"	"verified"	26	321.61	50	1000	1	630.85	"Niskin bottle"	"phytoplankton"										
68	10	10	"MR"	"cells/l"	"Nitzschia laevissima"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	112.8456	1	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	5.64	"Niskin bottle"	"phytoplankton"										
68	10	60	"MR"	"cells/l"	"Pseudo-nitzschia delicatissima"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	1369.1449	1	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	68.46	"Niskin bottle"	"phytoplankton"										
68	10	60	"MR"	"cells/l"	"Pseudo-nitzschia granii"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	32859.4765	24	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	1642.97	"Niskin bottle"	"phytoplankton"										
68	10	10	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	12617.0077	51	0.004042162868070022	"l"	"present"	"verified"	26	321.61	50	1000	1	630.85	"Niskin bottle"	"phytoplankton"	"Thalassiosira gravida/antarctica"		"spp. gravida/antarctica"	"species"						
68	10	10	"MR"	"cells/l"	"Thalassiosira bioculata"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	112.8456	1	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	5.64	"Niskin bottle"	"phytoplankton"										
68	10	10	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	225.6912	2	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	11.28	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
68	10	60	"MR"	"cells/l"	"Bacillariophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	2738.2897	2	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	136.91	"Niskin bottle"	"phytoplankton"	"Pennate"		"indet."							
68	10	10	"MR"	"cells/l"	"Mesodinium rubrum"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	112.8456	1	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	5.64	"Niskin bottle"	"phytoplankton"										
68	10	60	"MR"	"cells/l"	"Lohmanniella oviformis"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	52.9399	2	0.03777867603619291	"l"	"present"	"verified"	243	321.61	50	1000	1	2.65	"Niskin bottle"	"phytoplankton"										
68	10	10	"MR"	"cells/l"	"Strombidium"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	451.3825	4	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	22.57	"Niskin bottle"	"phytoplankton"			"sp. cf. S. conicum"	"species"	"pochewka"	"'+"				
68	10	60	"MR"	"cells/l"	"Ciliophora"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	1369.1449	1	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	68.46	"Niskin bottle"	"phytoplankton"	"Ciliophora indet. 30-40um"		"indet."							
68	10	60	"MR"	"cells/l"	"Bicosta spinifera"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	1369.1449	1	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	68.46	"Niskin bottle"	"phytoplankton"										
68	10	60	"MR"	"cells/l"	"Monosiga marina"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	15060.5934	11	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	753.03	"Niskin bottle"	"phytoplankton"										
68	10	60	"MR"	"cells/l"	"Telonema subtile"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	1369.1449	1	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	68.46	"Niskin bottle"	"phytoplankton"										
68	10	60	"MR"	"cells/l"	"Amphidinium crassum"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	1369.1449	1	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	68.46	"Niskin bottle"	"phytoplankton"										
68	10	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	1369.1449	1	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	68.46	"Niskin bottle"	"phytoplankton"			"sp."	"species"	"krasnal"	"'+"				
68	10	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	5476.5794	4	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	273.83	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"		"sp."	"species"						
68	10	10	"MR"	"cells/l"	"Gyrodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	451.3825	4	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	22.57	"Niskin bottle"	"phytoplankton"			"cf. G. fusiforme"							
68	10	10	"MR"	"cells/l"	"Gyrodinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	338.5368	3	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	16.93	"Niskin bottle"	"phytoplankton"			"cf. G. spirale"			"'+"				
68	10	60	"MR"	"cells/l"	"Heterocapsa"	2016	"ARCEx2016"	"PolarFront"	"PHT-068"	"Occurrence"	2738.2897	2	0.0007303829069961064	"l"	"present"	"verified"	243	16635.11	50	1000	1	136.91	"Niskin bottle"	"phytoplankton"			"sp. cf. H.niei"	"species"		"'+"				
