"maximumDepthInMeters"	"magnification"	"Calculated_volume__m3_for_a_cell"	"Calculated_Carbon_pg_counting_unit_____Menden_Deuer__Lessard_2000"	"Calculated_volume__m3_cells_in_1000ml"	"Calculated_Carbon_pg_counting_unit_2____Menden_Deuer__Lessard_2000"	"mg"	"kto"	"minimumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"taxonRank"	"previousIdentifications"	"occurrenceRemarks"	"sp"	"verbatimTaxon"	"organismRemarks"	"lifeStage"
25	60	1471.6590177942	203.715797376597	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"								
25	60	1218.182625	170.583764974517	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Prorocentrum"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	9785.35882352941	7	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	489.267941176471	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
25	60	65.4166666666667	10.9492700895131	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Phaeocystis pouchetii"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"								
25	60	303.350822675676	46.238131143831	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Pyramimonas"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	4193.72521008403	3	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	209.686260504202	"Niskin bottle"	"phytoplankton"								
25	60	125.766556363636	14.5257926435424	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Pseudo-nitzschia granii"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"								
25	60	272.69	41.8360822886599	381000	37600	0.0376		25	"iopan.pl"	"cells/l"	"Chrysochromulina"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
25	60	383.0644019244	57.5633375558182	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	5591.63361344538	4	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	279.581680672269	"Niskin bottle"	"phytoplankton"	"cf. galeatum"		"Gymnodinium cf galeatum"					
25	60	10603.31	1301.2	29600000	2240000	2.24	"AT"	25	"iopan.pl"	"cells/l"	"Alexandrium"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	2795.81680672269	2	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	139.790840336134	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
25	60	15315.5	1837.77326286161	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Micracanthodinium claytonii"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"								
25	60	544.288750012291	80.0566694092666	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Pachysphaera"	2012	"ICE2012"	"R6C"	"ICE12-111"	"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
35	10	1298.99552432857	181.188795924253	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Strombidium"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	194.490026595745	13	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	62.2368085106383	"Niskin bottle"	"microplankton"	"sp."	"species"						
35	10	36659.5627204449	4048.13659690475	2190000	194000	0.194		35	"iopan.pl"	"cells/l"	"Didinium"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	59.843085106383	4	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	19.1497872340426	"Niskin bottle"	"microplankton"	"sp."	"species"						
35	10	2319.42621704692	312.281386319977	347000	34400	0.034421349191704	"AT"	35	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	149.607712765957	10	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	47.8744680851064	"Niskin bottle"	"microplankton"								
35	10	750.362004332862	108.226363252378	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	29.9215425531915	2	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	9.57489361702128	"Niskin bottle"	"microplankton"	"sp."	"species"			"10-20um"			
35	10	88937.2291666667	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	89.7646276595745	6	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	28.7246808510638	"Niskin bottle"	"microplankton"								
35	10	149776.657685832	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Leegaardiella sol"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	29.9215425531915	2	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	9.57489361702128	"Niskin bottle"	"microplankton"								
35	10	262676.7	26502.7285332242	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Parafavella obtusangula"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	284.254654255319	19	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	90.9614893617021	"Niskin bottle"	"microplankton"								
35	10							35	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	3057.20108695652	50	0.16354828674281144	"l"	"present"	"verified"	23	450.02	10	100	32	978.304347826087	"Niskin bottle"	"microplankton"	"incertae sedis"		"Cyst"					"cyst"
35	10							35	"iopan.pl"	"cells/l"	"Protoperidinium islandicum"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	14.9607712765957	1	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	4.78744680851064	"Niskin bottle"	"microplankton"								
35	10	10603.31	1301.2	159000	16500	0.0165	"AT"	35	"iopan.pl"	"cells/l"	"Alexandrium"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	14.9607712765957	1	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	4.78744680851064	"Niskin bottle"	"microplankton"	"sp."	"species"						
35	10	10385.55	520.854970550359	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Thalassiosira angulata"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	1302.1412037037	50	0.38398293409181816	"l"	"present"	"verified"	54	450.02	10	100	32	416.685185185185	"Niskin bottle"	"microplankton"								
35	10	3818.24	231.35748874597	1370000	27300	0.0273		35	"iopan.pl"	"cells/l"	"Chaetoceros convolutus"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	359.058510638298	24	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	114.898723404255	"Niskin bottle"	"microplankton"								
35	10	21537.340574187	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Mesodinium rubrum"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	74.8038563829787	5	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	23.9372340425532	"Niskin bottle"	"microplankton"			"Myrionecta rubra"					
35	10	1471.6590177942	203.715797376597	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	59.843085106383	4	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	19.1497872340426	"Niskin bottle"	"microplankton"								
35	10	16168.546875	745.803918261242	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Thalassiosira hyalina"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	299.215425531915	20	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	95.7489361702128	"Niskin bottle"	"microplankton"								
35	10	11.5201602804909	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Ptychocylis obtusa"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	59.843085106383	4	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	19.1497872340426	"Niskin bottle"	"microplankton"								
35	10	9655.5	490.958546752381	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Rhizosolenia hebetata"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	74.8038563829787	5	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	23.9372340425532	"Niskin bottle"	"microplankton"								
35	10	39234.3	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Laboea strobila"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	29.9215425531915	2	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	9.57489361702128	"Niskin bottle"	"microplankton"								
35	10							35	"iopan.pl"	"cells/l"	"Polarella glacialis"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	269.293882978723	18	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	86.1740425531915	"Niskin bottle"	"microplankton"			"Polarella glacialis cyst"					"cyst"
35	10	88937.2291666667	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	29.9215425531915	2	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	9.57489361702128	"Niskin bottle"	"microplankton"								
35	10	13739.5967519106	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Tintinnopsis"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	134.646941489362	9	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	43.0870212765957	"Niskin bottle"	"microplankton"	"sp."	"species"						
35	10	3218.5	201.418560201482	385000	9760	0.00976		35	"iopan.pl"	"cells/l"	"Chaetoceros constrictus"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	119.686170212766	8	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	38.2995744680851	"Niskin bottle"	"microplankton"								
35	10	382.9857595725	57.5522407246989	5730	730	0.00073		35	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	14.9607712765957	1	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	4.78744680851064	"Niskin bottle"	"microplankton"	"incertae sedis"				"7-10um"	"Flagellatae"	"flagellate"	
35	10	4945.5	635.795038861305	74000	8060	0.00806		35	"iopan.pl"	"cells/l"	"Dinophysis acuminata"	2012	"ICE2012"	"R6C"	"ICE12-137"	"Occurrence"	14.9607712765957	1	0.6684147371227945	"l"	"present"	"verified"	94	450.02	10	100	32	4.78744680851064	"Niskin bottle"	"microplankton"								
35	60	226.753442793636	35.1818646558448	8470000	692000	0.692		35	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	37368.7253623188	31	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	1868.43626811594	"Niskin bottle"	"phytoplankton"	"incertae sedis"				"3-7um"	"Flagellatae"	"flagellate"	
35	60	1344.40719317812	187.130336328795	13000000	1030000	"#REF!"		35	"iopan.pl"	"cells/l"	"Gymnodinium arcticum"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	9643.54202898551	8	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	482.177101449275	"Niskin bottle"	"phytoplankton"								
35	60	117.23484375	18.936425380426	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Cryptomonas"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	18081.6413043478	15	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	904.082065217391	"Niskin bottle"	"phytoplankton"								
35	60	750.362004332862	108.226363252378	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	1205.44275362319	1	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	60.2721376811594	"Niskin bottle"	"phytoplankton"	"sp."	"species"			"10-20um"			
35	60	41703.4599099702	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Gyrodinium"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	2410.88550724638	2	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	120.544275362319	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
35	60	772.770766204444	111.258536734476	7450000	613000	"#REF!"		35	"iopan.pl"	"cells/l"	"Coccolithales"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	9643.54202898551	8	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	482.177101449275	"Niskin bottle"	"phytoplankton"			"Coccolithales n.det"					
35	60	726.275961538462	104.961062732616	875000	82100	"#REF!"		35	"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	1205.44275362319	1	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	60.2721376811594	"Niskin bottle"	"phytoplankton"								
35	60	382.9857595725	57.5522407246989	6460000	536000	0.536		35	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	16876.1985507246	14	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	843.809927536232	"Niskin bottle"	"phytoplankton"	"incertae sedis"				"7-10um"	"Flagellatae"	"flagellate"	
35	60	72.482484375	12.0562599785516	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	4821.77101449275	4	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	241.088550724638	"Niskin bottle"	"phytoplankton"	"sp."	"species"			"5-10um"			
35	60	1471.6590177942	203.715797376597	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	14465.3130434783	12	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	723.265652173913	"Niskin bottle"	"phytoplankton"								
35	60	383.0644019244	57.5633375558182	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	7232.65652173913	6	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	361.632826086957	"Niskin bottle"	"phytoplankton"								
35	60	1218.182625	170.583764974517	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Prorocentrum"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	2410.88550724638	2	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	120.544275362319	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
35	60	165.155214797103	26.1248985439009	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	6027.21376811594	5	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	301.360688405797	"Niskin bottle"	"phytoplankton"								
35	60	389.736508806867	58.5043023873053	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	13259.8702898551	11	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	662.993514492754	"Niskin bottle"	"phytoplankton"	"cf. gracilentum"		"Gymnodinium cf gracilentum"					
35	60	303.350822675676	46.238131143831	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Pyramimonas"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	1205.44275362319	1	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	60.2721376811594	"Niskin bottle"	"phytoplankton"								
35	60	65.4166666666667	10.9492700895131	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Phaeocystis pouchetii"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	18081.6413043478	15	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	904.082065217391	"Niskin bottle"	"phytoplankton"								
35	60							35	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	1205.44275362319	1	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	60.2721376811594	"Niskin bottle"	"phytoplankton"	"sp."	"species"			"„spiralne”"			
35	60	2319.42621704692	312.281386319977	2800000	244000	0.244198362406502	"AT"	35	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	1205.44275362319	1	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	60.2721376811594	"Niskin bottle"	"phytoplankton"								
35	60	39234.3	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Laboea strobila"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	1205.44275362319	1	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	60.2721376811594	"Niskin bottle"	"phytoplankton"								
35	60	1298.99552432857	181.188795924253	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Strombidium"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	2410.88550724638	2	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	120.544275362319	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
35	60	15315.5	1837.77326286161	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Micracanthodinium claytonii"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	1205.44275362319	1	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	60.2721376811594	"Niskin bottle"	"phytoplankton"								
35	60	920.796005208334	"#REF!"	"#REF!"	"#REF!"	"#REF!"		35	"iopan.pl"	"cells/l"	"Gymnodinium simplex"	2012	"ICE2012"	"R6C"	"ICE12-113"	"Occurrence"	1205.44275362319	1	0.0008295707091807628	"l"	"present"	"verified"	276	16635.11	50	1000	1	60.2721376811594	"Niskin bottle"	"phytoplankton"								
50	60	226.753442793636	35.1818646558448	8490000	693000	0.693		50	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	37447.0008658009	26	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	1872.35004329004	"Niskin bottle"	"phytoplankton"	"incertae sedis"				"3-7um"	"Flagellatae"	"flagellate"	
50	60	1218.182625	170.583764974517	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Prorocentrum"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	5761.07705627706	4	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	288.053852813853	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
50	60	920.796005208334	"#REF!"	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Gymnodinium simplex"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	4320.80779220779	3	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	216.04038961039	"Niskin bottle"	"phytoplankton"								
50	60	382.9857595725	57.552240724699	7170000	591000	0.591		50	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	18723.5004329004	13	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	936.175021645022	"Niskin bottle"	"phytoplankton"	"incertae sedis"				"7-10um"	"Flagellatae"	"flagellate"	
50	60	2317.29915152517	"#REF!"	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Gymnodinium wulffii"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	2880.53852813853	2	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	144.026926406926	"Niskin bottle"	"phytoplankton"								
50	60	117.23484375	18.936425380426	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Cryptomonas"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	14402.6926406926	10	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	720.134632034632	"Niskin bottle"	"phytoplankton"								
50	60	772.770766204444	111.258536734476	6680000	553000	"#REF!"		50	"iopan.pl"	"cells/l"	"Coccolithales"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	8641.61558441558	6	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	432.080779220779	"Niskin bottle"	"phytoplankton"			"Coccolithales n.det"					
50	60	383.0644019244	57.5633375558182	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	2880.53852813853	2	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	144.026926406926	"Niskin bottle"	"phytoplankton"								
50	60	1344.40719317812	187.130336328795	9680000	784000	"#REF!"		50	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	7201.34632034632	5	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	360.067316017316	"Niskin bottle"	"phytoplankton"	"cf. arcticum"		"Gymnodinium cf arcticum"					
50	60	65.4166666666667	10.9492700895131	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Phaeocystis pouchetii"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	40327.5393939394	28	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	2016.37696969697	"Niskin bottle"	"phytoplankton"								
50	60	72.482484375	12.0562599785516	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	2880.53852813853	2	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	144.026926406926	"Niskin bottle"	"phytoplankton"	"sp."	"species"			"5-10um"			
50	60	165.155214797103	26.1248985439009	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	7201.34632034632	5	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	360.067316017316	"Niskin bottle"	"phytoplankton"								
50	60	104.125	12.4632011520072	750000	16700	"#REF!"		50	"iopan.pl"	"cells/l"	"Fragilariopsis cylindrus"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	7201.34632034632	5	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	360.067316017316	"Niskin bottle"	"phytoplankton"								
50	60	1471.6590177942	203.715797376597	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	2880.53852813853	2	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	144.026926406926	"Niskin bottle"	"phytoplankton"								
50	60	1604.67133918733	220.958796171788	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	1440.26926406926	1	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	72.0134632034632	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
50	60	389.736508806867	58.5043023873053	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	1440.26926406926	1	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	72.0134632034632	"Niskin bottle"	"phytoplankton"	"cf. gracilentum"		"Gymnodinium cf gracilentum"					
50	60	10603.31	1301.2	15300000	1200000	1.2	"AT"	50	"iopan.pl"	"cells/l"	"Alexandrium"	2012	"ICE2012"	"R6C"	"ICE12-112"	"Occurrence"	1440.26926406926	1	0.000694314615292595	"l"	"present"	"verified"	231	16635.11	50	1000	1	72.0134632034632	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
0	10	25195.7525	2932.91932677502	5980000	499000	0.499			"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2012	"ICE2012"	"R6C"	"ICE12-136"	"Occurrence"	237.429383116883	13	0.5475312208346296	"l"	"present"	"verified"	77	450.02	10	100	32	75.9774025974026	"Niskin bottle"	"microplankton"								
0	10								"iopan.pl"	"cells/l"	"Polarella glacialis"	2012	"ICE2012"	"R6C"	"ICE12-136"	"Occurrence"	894.926136363637	49	0.5475312208346296	"l"	"present"	"verified"	77	450.02	10	100	32	286.376363636364	"Niskin bottle"	"microplankton"			"Polarella glacialis cyst"					"cyst"
0	10	10603.31	1301.2	194000	19900	0.0199	"AT"		"iopan.pl"	"cells/l"	"Alexandrium"	2012	"ICE2012"	"R6C"	"ICE12-136"	"Occurrence"	18.2637987012987	1	0.5475312208346296	"l"	"present"	"verified"	77	450.02	10	100	32	5.84441558441558	"Niskin bottle"	"microplankton"	"sp."	"species"						
